1,2,cluster_label,class,shape
23.277466135951258,23.290634390126023,group_0,group_0,lip_cluster
22.699500490900025,23.806688505384006,group_0,group_0,lip_cluster
22.850503512723932,22.531054074551548,group_0,group_0,lip_cluster
23.576969635753006,23.808807611424573,group_0,group_0,lip_cluster
24.51815976958421,23.341341645271683,group_0,group_0,lip_cluster
23.96726407754227,24.306532520285867,group_0,group_0,lip_cluster
22.71771449404675,23.036936769103743,group_0,group_0,lip_cluster
24.027151275104806,24.448875709050807,group_0,group_0,lip_cluster
24.13624682403378,23.83940878864989,group_0,group_0,lip_cluster
23.564176879584693,22.67765973651433,group_0,group_0,lip_cluster
24.252094156573925,22.64618118705887,group_0,group_0,lip_cluster
23.957735450520552,22.589577736298548,group_0,group_0,lip_cluster
23.26918284908539,22.91328213578193,group_0,group_0,lip_cluster
23.663581033810356,24.067047101187594,group_0,group_0,lip_cluster
24.17457955717138,22.340532066001746,group_0,group_0,lip_cluster
22.784147036834387,22.481388967138248,group_0,group_0,lip_cluster
24.548618252018308,23.79565380069799,group_0,group_0,lip_cluster
23.823926052305247,23.86339245515981,group_0,group_0,lip_cluster
23.266649608147617,23.02815515160791,group_0,group_0,lip_cluster
23.694798357671946,23.66147191507572,group_0,group_0,lip_cluster
22.68106143885837,23.1783555531095,group_0,group_0,lip_cluster
23.979974533015984,23.24383731515746,group_0,group_0,lip_cluster
23.79247708820384,24.52347058789113,group_0,group_0,lip_cluster
23.486128894563887,22.705762695006825,group_0,group_0,lip_cluster
22.84445499963503,24.215795429199634,group_0,group_0,lip_cluster
23.23646615090103,22.085891982067782,group_0,group_0,lip_cluster
22.56244095603517,23.04884357196068,group_0,group_0,lip_cluster
23.780588894256812,22.325557216972097,group_0,group_0,lip_cluster
22.90972551690508,22.643353091977456,group_0,group_0,lip_cluster
23.058682077134215,24.40169930630073,group_0,group_0,lip_cluster
23.37021393267612,24.28601915009074,group_0,group_0,lip_cluster
23.371680264561565,23.202396100236037,group_0,group_0,lip_cluster
22.580543885980067,23.161419231961318,group_0,group_0,lip_cluster
24.455226293648035,23.250181387248947,group_0,group_0,lip_cluster
24.36679299912515,23.691338316630752,group_0,group_0,lip_cluster
23.99161215434252,24.213171658294932,group_0,group_0,lip_cluster
24.056488604092852,23.203625569142336,group_0,group_0,lip_cluster
22.723284764194258,23.37973225437943,group_0,group_0,lip_cluster
23.94874363694755,22.206434852426572,group_0,group_0,lip_cluster
24.234336332959394,22.542758030374518,group_0,group_0,lip_cluster
24.626742788277312,22.973737333531226,group_0,group_0,lip_cluster
22.829242906552476,23.479559589757653,group_0,group_0,lip_cluster
23.34883398034906,22.059765570848437,group_0,group_0,lip_cluster
23.01946733686596,23.40812263151425,group_0,group_0,lip_cluster
24.360917331817912,22.976407743080266,group_0,group_0,lip_cluster
23.031580914188087,23.630555277873448,group_0,group_0,lip_cluster
22.774862943280155,23.3541494519497,group_0,group_0,lip_cluster
23.308287312098837,23.89739601113781,group_0,group_0,lip_cluster
23.084612546725694,22.369441262192666,group_0,group_0,lip_cluster
24.756992250636724,23.142523105682507,group_0,group_0,lip_cluster
24.321161511249873,22.54629024909796,group_0,group_0,lip_cluster
24.451609908847743,23.156633570131934,group_0,group_0,lip_cluster
23.59414301284707,23.806141428033033,group_0,group_0,lip_cluster
23.930075430065052,23.28783281326226,group_0,group_0,lip_cluster
23.89761638969284,22.913198634009778,group_0,group_0,lip_cluster
22.8724534446958,22.364564413637193,group_0,group_0,lip_cluster
22.859973732531927,24.084159996703473,group_0,group_0,lip_cluster
23.731685350595736,24.47458523880165,group_0,group_0,lip_cluster
24.43301053203004,23.456727632720803,group_0,group_0,lip_cluster
23.114723036933228,23.934773272843763,group_0,group_0,lip_cluster
23.786247046809752,22.944066751752967,group_0,group_0,lip_cluster
22.79403603683472,23.497638802673478,group_0,group_0,lip_cluster
23.342215576930077,22.73160923842054,group_0,group_0,lip_cluster
23.353894396239024,22.533286828039103,group_0,group_0,lip_cluster
24.405003269731214,22.59345234323757,group_0,group_0,lip_cluster
23.359300124405127,23.974118430415512,group_0,group_0,lip_cluster
23.856742868627077,22.876978997769445,group_0,group_0,lip_cluster
24.395842398381916,22.718063804296655,group_0,group_0,lip_cluster
24.08092545194276,23.55320118092152,group_0,group_0,lip_cluster
23.84050656723697,24.470603439576422,group_0,group_0,lip_cluster
24.471290304046992,23.96568372848118,group_0,group_0,lip_cluster
22.429340878336504,23.366904504810016,group_0,group_0,lip_cluster
22.73325250618586,22.971595089942454,group_0,group_0,lip_cluster
24.36342735431193,23.251066351436627,group_0,group_0,lip_cluster
24.089437147322798,22.808046709517523,group_0,group_0,lip_cluster
22.719192808122806,22.486941340211835,group_0,group_0,lip_cluster
24.080914627177645,22.636441890984276,group_0,group_0,lip_cluster
22.47844914174298,23.15114742096864,group_0,group_0,lip_cluster
23.481100707056406,23.29165042057381,group_0,group_0,lip_cluster
22.92578219579657,24.23076219074819,group_0,group_0,lip_cluster
22.89099317979798,24.019454630420707,group_0,group_0,lip_cluster
23.64927931501371,23.809105971322982,group_0,group_0,lip_cluster
23.848986252559747,22.323471226669017,group_0,group_0,lip_cluster
24.05254978534512,24.45866393598013,group_0,group_0,lip_cluster
23.34772392536034,23.255513625997526,group_0,group_0,lip_cluster
23.999430579576167,23.23315695516068,group_0,group_0,lip_cluster
24.277685781283726,22.480288034320377,group_0,group_0,lip_cluster
23.151659498012332,22.60826382467081,group_0,group_0,lip_cluster
23.532028757777184,23.225159744724927,group_0,group_0,lip_cluster
23.76765915894528,22.847281041914187,group_0,group_0,lip_cluster
23.88877923985052,23.212781496199348,group_0,group_0,lip_cluster
23.836158404384356,22.57591488358776,group_0,group_0,lip_cluster
23.686134875030447,23.734098330329925,group_0,group_0,lip_cluster
23.986130338067298,23.529293145382088,group_0,group_0,lip_cluster
23.959428555928735,24.3089804605075,group_0,group_0,lip_cluster
22.726988869352667,22.865445577003776,group_0,group_0,lip_cluster
22.658383844155004,22.74607640815931,group_0,group_0,lip_cluster
24.083435239842736,23.287546950642362,group_0,group_0,lip_cluster
23.209925534293042,23.35685643896543,group_0,group_0,lip_cluster
22.881292062025473,22.422734325344692,group_0,group_0,lip_cluster
23.84436340655608,23.087084071344467,group_0,group_0,lip_cluster
23.518811666543243,24.47461304658998,group_0,group_0,lip_cluster
23.34985368954558,22.91063954480889,group_0,group_0,lip_cluster
24.007203698860323,24.149787944900115,group_0,group_0,lip_cluster
23.939530810041983,24.485318262633086,group_0,group_0,lip_cluster
23.871635971426105,22.811241622367508,group_0,group_0,lip_cluster
23.66361639487718,23.577053857705724,group_0,group_0,lip_cluster
23.18635379439001,24.285126014438095,group_0,group_0,lip_cluster
22.622679402826435,22.885319966872462,group_0,group_0,lip_cluster
24.355111525326805,22.701493598417184,group_0,group_0,lip_cluster
24.241715981341553,23.074189751090046,group_0,group_0,lip_cluster
23.182384214101305,23.042503776835837,group_0,group_0,lip_cluster
23.947491728448238,22.456127816654643,group_0,group_0,lip_cluster
23.233191482502853,24.349263485053598,group_0,group_0,lip_cluster
23.563303598235397,23.000312156420026,group_0,group_0,lip_cluster
24.497447390382593,24.017831582627448,group_0,group_0,lip_cluster
23.582307355269418,23.781772055082023,group_0,group_0,lip_cluster
23.752946967869164,23.05032248292188,group_0,group_0,lip_cluster
24.307928271666547,23.239012952130306,group_0,group_0,lip_cluster
23.532553603541565,22.177099352665117,group_0,group_0,lip_cluster
22.743374541133154,22.800256536137688,group_0,group_0,lip_cluster
23.18121749077606,24.07614078458636,group_0,group_0,lip_cluster
23.17121534714162,22.234149729646997,group_0,group_0,lip_cluster
23.395414722687494,24.171501721452024,group_0,group_0,lip_cluster
23.235411670355376,23.224272894937144,group_0,group_0,lip_cluster
23.47278997462313,24.103387341111233,group_0,group_0,lip_cluster
23.29907585207915,22.813655166561,group_0,group_0,lip_cluster
24.620775941297197,23.810171408261326,group_0,group_0,lip_cluster
24.21677214210216,22.348123991436154,group_0,group_0,lip_cluster
24.649242339659942,23.405600292529737,group_0,group_0,lip_cluster
23.699750912509515,22.271582555554602,group_0,group_0,lip_cluster
23.590912404453118,22.169678978817338,group_0,group_0,lip_cluster
24.301737416512733,22.52913926978289,group_0,group_0,lip_cluster
22.80496876862481,22.744530797326863,group_0,group_0,lip_cluster
24.667034684219704,23.736032445585245,group_0,group_0,lip_cluster
23.286898118134744,22.452103020871622,group_0,group_0,lip_cluster
23.041940577229898,22.554348150815475,group_0,group_0,lip_cluster
23.669551598047512,23.383211237021907,group_0,group_0,lip_cluster
24.460815072662932,22.956712295206316,group_0,group_0,lip_cluster
24.370352684515446,23.05564288555335,group_0,group_0,lip_cluster
23.354886910137406,22.588143923191392,group_0,group_0,lip_cluster
22.744465114727625,23.835937044917177,group_0,group_0,lip_cluster
23.50030936166727,24.263744512496817,group_0,group_0,lip_cluster
