1,2,cluster_label,class,shape
4.214588323599501,5.915262318635876,group_0,group_1,three_order
5.465060888660975,4.707720433116317,group_0,group_1,three_order
7.209389854858847,1.562985472258183,group_0,group_1,three_order
7.371408821873856,1.1384472534862282,group_0,group_1,three_order
-1.612950041360813,9.394209008163559,group_0,group_1,three_order
7.015447007720313,1.9361349750869792,group_0,group_0,three_order
1.8456876979172776,7.850886584886389,group_0,group_0,three_order
6.307578516419958,4.02748856514806,group_0,group_0,three_order
7.15505151499754,1.4857469611818601,group_0,group_0,three_order
6.649977106127716,2.8641126378786943,group_0,group_0,three_order
7.341495328447886,0.6373263971809617,group_0,group_0,three_order
0.772200271221545,8.198082883988477,group_0,group_0,three_order
0.043150579446932014,8.645380086883186,group_0,group_0,three_order
4.028849636950344,6.173353505617395,group_0,group_0,three_order
6.429112906607983,3.6543632315445818,group_0,group_0,three_order
4.839058093564329,5.576605873944916,group_0,group_0,three_order
5.1272934780612145,5.128842118237271,group_0,group_0,three_order
7.40098214143036,0.413091116739178,group_0,group_0,three_order
7.472662191324424,-0.1241471039418851,group_0,group_0,three_order
4.317839729474807,6.082673688538832,group_0,group_0,three_order
7.334071065301201,0.35744898968743843,group_0,group_0,three_order
0.3778437455110595,8.417665974635284,group_0,group_0,three_order
4.596151887093088,5.414181716377091,group_0,group_0,three_order
6.324680731659918,3.7784661113280684,group_0,group_0,three_order
6.8479346703909485,1.6874938480392938,group_0,group_0,three_order
6.989181578283466,2.2564953191837724,group_0,group_0,three_order
6.653050281398153,2.900959368999165,group_0,group_0,three_order
2.8324189418948302,7.013705757659835,group_0,group_0,three_order
6.131281673110069,3.798464350348101,group_0,group_0,three_order
6.385652319299387,3.287224509524576,group_0,group_0,three_order
6.099677419480518,4.05823123813674,group_0,group_0,three_order
5.6140476535739,4.497268894517625,group_0,group_0,three_order
5.567089675665516,4.31190173333649,group_0,group_0,three_order
7.007063837894775,1.5055878503354192,group_0,group_0,three_order
7.201609393868487,1.397181064747655,group_0,group_0,three_order
3.906719760202092,6.247445840819463,group_0,group_0,three_order
2.5488195887815817,7.303994323020135,group_0,group_0,three_order
6.5894199504585655,3.35801113120613,group_0,group_0,three_order
7.139874718818938,1.3073973500179,group_0,group_0,three_order
5.049357290830035,5.333994773618621,group_0,group_0,three_order
4.856759491973959,5.298266625860312,group_0,group_0,three_order
2.744643050357073,7.2246904119796165,group_0,group_0,three_order
3.5433503281663903,6.53760863099651,group_0,group_0,three_order
7.007433716852579,2.332339633402488,group_0,group_0,three_order
5.968331747320614,4.241785447095481,group_0,group_0,three_order
7.320478629880678,1.1895686369199834,group_0,group_0,three_order
6.78062517326936,2.379685514697147,group_0,group_0,three_order
6.19525725752395,3.9194371331980227,group_0,group_0,three_order
6.820605666971737,1.9008348987548191,group_0,group_0,three_order
6.875070840766426,2.0617745178359663,group_0,group_0,three_order
7.169130407876091,1.904174723814036,group_0,group_0,three_order
7.069916236083072,1.8167303377292536,group_0,group_0,three_order
-0.04170126385553807,8.608935673760874,group_0,group_0,three_order
3.8696732294239666,6.521216918469584,group_0,group_0,three_order
3.950268431062203,6.20119645493925,group_0,group_0,three_order
1.6707139526118384,7.669771159566868,group_0,group_0,three_order
1.3321050131199312,7.920793396304054,group_0,group_0,three_order
7.094343007533223,1.5522286088308954,group_0,group_0,three_order
6.610288882086878,3.3401161086495517,group_0,group_0,three_order
1.535854123623257,7.770209174912138,group_0,group_0,three_order
1.0655174538783658,8.154871627688731,group_0,group_0,three_order
2.510587129278809,7.267316948585692,group_0,group_0,three_order
5.556735298829846,4.776874004586091,group_0,group_0,three_order
7.20320206115517,1.3384267342404765,group_0,group_0,three_order
6.9369143134542846,2.161112293102098,group_0,group_0,three_order
6.291284036265909,3.2363028860136143,group_0,group_0,three_order
3.166143694615746,6.942840713131537,group_0,group_0,three_order
6.5021111575881125,3.094137595248523,group_0,group_0,three_order
6.7623075564728765,2.642622759832957,group_0,group_0,three_order
6.453323212047105,3.0304633550602755,group_0,group_0,three_order
6.147193218267559,3.9167389873935603,group_0,group_0,three_order
7.068084997978708,1.348975973801878,group_0,group_0,three_order
6.74434543593529,2.825208882505626,group_0,group_0,three_order
6.095587345262675,4.223121566376973,group_0,group_0,three_order
-1.0447050269098224,9.050068933765386,group_0,group_0,three_order
7.3656320902030785,0.022192461015627885,group_0,group_0,three_order
6.822789388778228,2.7854386181243376,group_0,group_0,three_order
5.5384261668249595,4.818919239484021,group_0,group_0,three_order
6.204687697151647,3.936489676523344,group_0,group_0,three_order
7.1398494813176185,1.5843368815391852,group_0,group_0,three_order
7.012517456111451,1.8114587628938446,group_0,group_0,three_order
3.743725185357886,6.3520319991081236,group_0,group_0,three_order
3.7401244584802615,6.428129494827194,group_0,group_0,three_order
-1.8527811401646392,9.442816306401467,group_0,group_0,three_order
5.232721596677598,4.9618416643072765,group_0,group_0,three_order
7.165528143323627,0.10068887847928742,group_0,group_0,three_order
7.14854192909684,0.5646697925365034,group_0,group_0,three_order
6.1802556582718875,4.258608471027959,group_0,group_0,three_order
6.764466472248566,3.0497274451614933,group_0,group_0,three_order
7.274998969368918,1.0108672149722855,group_0,group_0,three_order
3.3871101692752177,6.8684507762707145,group_0,group_0,three_order
4.547316228283455,5.71549638743219,group_0,group_0,three_order
-1.2419149453057319,9.193504861492386,group_0,group_0,three_order
3.345458821835729,6.577220526032895,group_0,group_0,three_order
2.925738496344583,6.894968907149989,group_0,group_0,three_order
2.2893345283446367,7.453571437148656,group_0,group_0,three_order
6.290484224590841,3.592096934117755,group_0,group_0,three_order
6.71871067883203,2.565807516364754,group_0,group_0,three_order
-1.7764996595625906,9.408917925572817,group_0,group_0,three_order
6.8401973744024325,2.3548616131331164,group_0,group_0,three_order
2.69531129079392,7.221596313616296,group_0,group_0,three_order
7.180646147780593,1.3716755862932741,group_0,group_0,three_order
5.0936669756195965,5.176643635949131,group_0,group_0,three_order
7.4091221239126845,0.2060040461990651,group_0,group_0,three_order
5.368554713139723,5.004237062143654,group_0,group_0,three_order
7.240569429838932,0.061342293936548664,group_0,group_0,three_order
6.903398646640775,1.8295946929159475,group_0,group_0,three_order
6.755426797798189,2.2822107342648295,group_0,group_0,three_order
