1,2,cluster_label,class,shape
25.58640874679152,8.659447007556786,group_0,group_0,cluster
23.029466187937505,11.329730633143352,group_0,group_0,cluster
25.84962617437887,10.593292998481667,group_0,group_0,cluster
21.674761943034692,11.822451120842533,group_0,group_0,cluster
23.875451752120483,11.909982890091925,group_0,group_0,cluster
21.73435741268716,13.419053393917007,group_0,group_0,cluster
21.194554925856753,8.723695941888055,group_0,group_0,cluster
22.720405014299097,7.747069527227337,group_0,group_0,cluster
24.52827486064586,9.22565860754786,group_0,group_0,cluster
24.492557862670154,8.763584138579215,group_0,group_0,cluster
23.272363037859552,9.80982815837557,group_0,group_0,cluster
25.205924961793418,9.916156235337318,group_0,group_0,cluster
25.104281549451144,8.430391141285998,group_0,group_0,cluster
21.473012150705294,10.2846776978156,group_0,group_0,cluster
25.728880846150847,6.86819499723799,group_0,group_0,cluster
21.881879270714233,10.419359597906631,group_0,group_0,cluster
22.852864164887688,10.123908436592401,group_0,group_0,cluster
22.7444200052483,12.50182272683324,group_0,group_0,cluster
23.533221034533096,9.802825219612517,group_0,group_0,cluster
23.47583853541443,9.866128877559442,group_0,group_0,cluster
22.169544861882247,13.637557392110168,group_0,group_0,cluster
22.9618747719445,8.2617142095699,group_0,group_0,cluster
22.938039285502736,9.093418935492727,group_0,group_0,cluster
20.93457611032633,11.971097679839293,group_0,group_0,cluster
23.8874158322494,10.630522463938135,group_0,group_0,cluster
23.45574339045732,10.249431903522664,group_0,group_0,cluster
22.321565084233015,10.557527083970951,group_0,group_0,cluster
22.628094824603085,8.821559439707272,group_0,group_0,cluster
25.40146728391859,10.834001458258582,group_0,group_0,cluster
21.06466593687479,10.464154936551068,group_0,group_0,cluster
22.181905524528247,11.239425912126986,group_0,group_0,cluster
23.599876738147525,9.795889755086945,group_0,group_0,cluster
20.64679725440348,10.515549368626752,group_0,group_0,cluster
24.561562648599896,9.224617196267314,group_0,group_0,cluster
23.35062348004854,10.885965217575931,group_0,group_0,cluster
22.60325998636556,9.574268867780447,group_0,group_0,cluster
23.21403666843277,10.486761042067926,group_0,group_0,cluster
23.15493947036751,12.23120443367597,group_0,group_0,cluster
23.788343466443937,12.202149458652556,group_0,group_0,cluster
22.99991759831794,12.008501053865226,group_0,group_0,cluster
21.8454858996111,12.605515746029173,group_0,group_0,cluster
21.13437306771658,11.781878874908289,group_0,group_0,cluster
23.393816630476632,8.296632974669379,group_0,group_0,cluster
22.706094418238003,13.31255451198245,group_0,group_0,cluster
24.889896413562784,8.064009062405045,group_0,group_0,cluster
23.353129077792754,9.151002051075588,group_0,group_0,cluster
23.650958263340634,9.747653191014031,group_0,group_0,cluster
19.364722229563665,11.81044525849619,group_0,group_0,cluster
22.879221483132742,11.575912748139164,group_0,group_0,cluster
22.70557481824806,10.9219306447406,group_0,group_0,cluster
23.293878310930822,12.266568734973598,group_0,group_0,cluster
24.048004159621236,8.841990162379291,group_0,group_0,cluster
23.158012735997282,10.35580554219716,group_0,group_0,cluster
19.986925125930245,12.206301479713524,group_0,group_0,cluster
23.426947808958136,12.940281542185243,group_0,group_0,cluster
