d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,class
-0.85784837006464,-0.2393211924559342,0.6794399071544703,-0.2180958685196963,-0.3074594315695025,-0.42464717669441454,0.5885164708490902,-0.9182704638616662,-0.29597488168435104,0.4993941780745623,0
0.9901823428714986,-0.2676514578396967,0.5680287281686279,-0.8210685918545133,-0.9580274451312025,-0.6476832592782703,0.010734198184918275,-0.7048642481837645,-0.3117085471814133,0.9713418139901919,0
-0.49959425328589924,-0.6086524433167536,0.18921097679897003,-0.855350322022267,-0.030510603905830824,-0.0885916584689147,0.4382471548990531,-0.07482232037572745,-0.6007912603295227,0.928232724476246,0
0.5978799547329614,-0.045632167843720484,0.46881443248961174,-0.01205626043758734,-0.08703412898754659,-0.23075339039387566,0.36182378065164866,-0.5275659323289776,-0.8866159650779223,0.791642221089059,0
0.9349040127516779,-0.10799513365721536,0.4945611180947188,-0.6351956142739006,-0.3404056842964769,-0.4402272054285189,0.3944197642800219,-0.36664474884173714,-0.4461792296910485,0.17082502927270338,0
-0.9399830342726949,-0.9755850737481261,0.8940261771922762,-0.08835900629694837,-0.7060083778246801,-0.4190918930897505,0.5026033592109329,-0.14091125424499795,-0.7324900934830968,0.4224736948138157,0
-0.4170310601449956,-0.40665704556380655,0.8339636184068512,-0.8349382220094611,-0.32387771232220885,-0.8546396952267831,0.8886218990956734,-0.7827820162512605,-0.6395406733899898,0.6270875513009199,0
-0.938873380068439,-0.5107819317795845,0.3681594761968331,-0.8486336654655615,-0.7036955977395413,-0.799369812383025,0.3838535183827698,-0.06146234409831508,-0.5514255961225766,0.152546682040968,0
-0.12424793063785211,-0.17196133767639765,0.5690460841772449,-0.9573596795565824,-0.28105165041002,-0.23417720261298836,0.22043395548331568,-0.8556350060848313,-0.16851173509817752,0.22222359252869284,0
-0.5175544741825742,-0.05396563821593847,0.1277039417489777,-0.09007822700931356,-0.6846091023264169,-0.8488237989669519,0.8393563537652521,-0.3820359992574749,-0.18015523563937408,0.7784741412763035,0
0.22010062697643384,-0.5446791738981308,0.09388155252023789,-0.032227304121434264,-0.3138580947214852,-0.6937395481430311,0.19784991862852674,-0.5019645563679345,-0.537174601291063,0.8398541157326863,0
