d1,d2,d3,d4,d5,d6,class
0.9132875872284085,0.8896622105107959,0.7507046488576894,0.0478261882916341,0.514400713938438,-0.4988864135673635,0
0.701574486498235,0.4031956000482445,0.6090672871700344,0.7238598552665165,0.9280783607480606,-0.6340058776954365,0
0.1632261759870286,0.7629824280759188,0.4671146856179429,0.16468803784568253,0.5214318814978215,-0.8700765157502132,0
0.5380253091764602,0.5623738671423406,0.016392007619055238,0.21413161540818593,0.5749361650158242,-0.9142650028431596,0
0.02003908372671037,0.8639174004585413,0.2332358968958993,0.13883376640348677,0.7446048189009432,-0.04737698602869633,0
0.4587651771995409,0.4627066221419607,0.7699988811126163,0.5087502868753253,0.6644179758899654,-0.6051052603147428,0
0.5601868403374135,0.6224795473701491,0.31549918356869755,0.9074560744171338,0.6024541025941361,-0.9939483097252094,0
-0.5175735761910372,0.4576690817837795,0.011303942509944487,0.7817739036413489,0.5046902742466071,-0.7274475750167447,0
-0.6799409330840633,0.7989495691878661,0.47914600201368984,0.8064889837311403,0.336610264550507,-0.4601787816501629,0
-0.2533312023112815,0.7606564995410539,0.9338461737109549,0.46465475072266704,0.06849458582314216,-0.766368577761785,0
0.9919754135727601,0.4673821397694796,0.5937261754472416,0.2844463032718897,0.9543464517146799,-0.03424099106516609,0
0.16665977545826105,0.4325454866920374,0.19669289685063074,0.03378226799678952,0.3575009877741129,-0.6065022689826861,0
0.8574469696918481,0.8991525125898141,0.8468653068891818,0.654988246384119,0.38060639687051656,-0.9251456638989235,0
-0.11660230379748282,0.33452727089347567,0.7875910434565926,0.37146737736152224,0.9882735980925577,-0.8715243183960667,0
0.46178824310204947,0.0456095498431498,0.5776237090624131,0.061402727648333655,0.3635504050942219,-0.6200467732279173,0
-0.04774458859854258,0.17545483342803736,0.7656438326661359,0.06154405918514516,0.5326544103547314,-0.7386717210830148,0
-0.6513787352076741,0.8276911616409647,0.6636209413381264,0.22560325625479183,0.11613298446323839,-0.017513133635114198,0
0.13032719823478311,0.7136099875406198,0.5330180965400989,0.5520523329208563,0.6307235090641724,-0.8373376623029153,0
0.6747684560274634,0.04289571745205567,0.16270062374809502,0.5474083140724074,0.45845189142270404,-0.004692579168960487,0
-0.2831377026270028,0.6972104134208265,0.848664677651889,0.7825067680695326,0.22359510500259594,-0.7851164187275248,0
-0.7845177065727718,0.396293297121999,0.5202623868562974,0.7067820999805909,0.35158532949140475,-0.7187553627476154,0
-0.8157262128602354,0.2461407484507674,0.7042605198780694,0.6320428828093859,0.42616050188184207,-0.2652598169778976,0
-0.35308636576383035,0.9522988859970373,0.10748919992452799,0.10237981253839135,0.18336031489965277,-0.9117150971058395,0
0.8079133689010707,0.08930605921985035,0.4335577379859106,0.39727330350511825,0.5764906727040623,-0.30634206702407507,0
-0.9428257145639272,0.18771928963671425,0.1535502543263676,0.23415516617707766,0.9799718771759676,-0.9226857909621629,0
-0.3389940391102415,0.37766973886031807,0.021051608366062458,0.45497483904425007,0.85896263127998,-0.5880163554744142,0
0.38930093037584435,0.8041239065162501,0.27646006780530386,0.5059519228894445,0.8745993943064866,-0.7528448819916216,0
-0.8131582338693835,0.6924523311764745,0.5143558932810832,0.30476583505939414,0.6022753207343712,-0.16608175473018993,0
0.9588829448881411,0.52887924910395,0.8026275412494269,0.8859146483342263,0.6651428516713797,-0.6358328124828114,0
0.09352560852871483,0.36113168542582463,0.726900432711542,0.3207232799134412,0.9013724853578233,-0.9856658182485529,0
0.3160670007316131,0.2992258754662195,0.8942289936501313,0.4182192462779535,0.13792841483594787,-0.3000311392545414,0
-0.4627130810362947,0.2807986394965447,0.04354260068776539,0.7684274413619469,0.6038912146874291,-0.9331635903015235,0
0.5361071282573866,0.4825653175912913,0.176391431592538,0.7290361709761731,0.022709075713821636,-0.8291213303444175,0
-0.5314423320929726,0.1290870235836541,0.11141075867611527,0.9652111959875633,0.9371068903208849,-0.9656596126925688,0
-0.4754196827133921,0.138663847746467,0.072773750078445,0.41280498585167613,0.9765131338931099,-0.6435381828856677,0
0.6107268322174988,0.11731033845313088,0.5117742918474616,0.8764301380055476,0.1304462640433267,-0.05089593540126247,0
0.11284127220880236,0.7757689739507521,0.4184849120630685,0.5218116764564136,0.8698693155992173,-0.6478919808086306,0
-0.17531491132474053,0.3086019738534579,0.1659616766305545,0.9493588990357099,0.3114925259436888,-0.25143479196603824,0
0.5962435181058858,0.5926734894621779,0.12338007044576083,0.3127249920079256,0.8686643490113207,-0.018145033068315164,0
-0.41702492628220944,0.985769252128605,0.22932398854213132,0.5888577583375475,0.7200072481432364,-0.2935004670617761,0
-0.0678933340050416,0.8325511958840122,0.7066267521889331,0.9281618641195327,0.3683650332149756,-0.4372888280328019,0
0.935566728011582,0.6092366663200791,0.5719688212838939,0.3752429298174135,0.8948461593204059,-0.3740707843689576,0
