"D1","D2","D3","D4","D5","class"
0.4360865436205175,0.36692919400673984,0.6612680517793504,0.5641484624036411,0.6316770492248358,0
0.5977046343830964,0.43323120246376395,0.6866051800597026,0.42197836042571635,0.7705278111139845,0
0.5252028781920913,0.3486541935026828,0.7388599884224223,0.7572581947111943,0.21859447010922073,0
0.9208157377228292,0.2620291346807017,0.556465481581451,0.6279796467390275,0.038890961548520564,0
0.6063660941006351,0.2596619971855111,0.6192816277743259,0.47266856020848136,0.37394351899253686,0
0.6226343988510411,0.3526190490139599,0.9147476914781892,0.7882030132662771,0.647097775960291,0
0.647695559410901,0.34133832179431917,0.8481873818611798,0.34594264324656104,0.3703481289098843,0
0.5205006715551354,0.6946601383815876,0.4408546942568432,0.5226764350778217,0.7629369338035041,0
0.406673230744051,0.4861195086509592,0.3284723323460056,0.5947024286492518,0.5057503705302047,0
0.4796164455052015,0.45777073447181177,0.5144524695035166,0.7380585760213205,1.0251170144777124,0
1.0421692687320434,0.7094518549115916,0.5321899385725478,0.7162597605069263,0.4327795011280663,0
0.6722072154017084,0.3421464051237404,0.5705657667905922,0.9840807848674313,0.3352343876447225,0
0.828128808397367,0.4963473303608973,0.524759014182273,0.6011263760627098,0.8530294644010709,0
0.8389188595323115,0.38320351439812605,0.4893220233774358,0.7085057806238957,0.36780209106664086,0
0.925129746888102,0.4171736397431146,0.8079933237692531,0.6324617527905496,0.592802011115643,0
0.9783363451572239,0.5137898641489508,0.29854338125455215,0.46026704440812233,0.8554024671538261,0
0.4349231674584496,0.6928211789117341,0.5505533541896405,-0.21491618686879538,0.4976894222590566,1
1.091994127369914,0.8002620827898843,0.42104432229571165,0.29343405933237,0.8241456229705098,1
0.7401719521380283,0.5613228633320291,0.28381005756272126,0.3119882428270796,0.9927772760356226,1
0.7419923195393276,0.5858581347216169,0.5175297635086665,0.30854648858435507,0.7347874156138361,1
0.9727187355080009,0.8302880222035822,0.5653683054146145,-0.1410335618111307,0.5833886215515043,1
0.6123288954762836,0.3491206009820863,0.23626302929586793,-0.016082640878679333,0.9095494766980957,1
0.6092480908859301,0.6992699543116203,0.578458245641488,-0.042419160423529056,0.6369670905381328,1
0.599796442324377,0.6668245977708627,0.13754694927494993,0.2038867952599888,0.613200109408424,1
0.3169831322187959,0.8311245905617665,0.35235598398778656,-0.033520767531852014,0.9486490685791201,1
0.5759760910756557,0.5966972940929541,0.686565696268055,0.34746863280588586,0.6668428548239913,1
0.659608671487812,0.6962730428696798,0.057714964078235675,-0.1484195106661651,0.6736410638189854,1
0.8723669864160651,0.6264141632546079,0.39284737989236096,0.236606874812751,0.6667777314199261,1
0.45090152935669636,0.4831879165207411,0.2863084178006987,0.32572799369971017,0.7214039208945068,1
0.7101039885892875,0.5931837429604919,0.16643410124547203,0.20624403622024992,0.7878497815218976,1
0.5471475598003452,0.7768765411383464,0.3130085693299458,0.21035691702808032,0.6130055993354131,1
0.9259422519289909,0.6226650871758851,0.41750445641698186,0.052227452770871124,0.2505765615651525,1
0.30493196590727867,0.293881814658409,0.29071105998592284,0.250217045627083,0.3437232400283596,2
0.670127452704435,0.24203686347615072,0.6461649947047483,0.324849488160606,0.7347916260545244,2
0.7476159689321111,0.4546668567645381,0.23260606172466963,0.5647713001260137,0.5221513865531998,2
0.842131877027481,0.6005802124678142,0.2851490036123586,0.78940858123271,0.8403576605354929,2
0.27007529929814916,0.04725271024173111,-0.18925319784418532,0.21883935513817843,0.8572498303787286,2
0.5545650145309559,0.5188632417429548,-0.02837115479036889,0.3644590261004341,0.6947883913686457,2
0.5233924766802783,0.212765534459957,0.04115061010891957,0.9729401367775798,0.584321076342543,2
0.5463405019967587,0.3194766649730961,0.23226962265605894,0.46819734188075873,0.9101069007206939,2
0.437915560280368,-0.02981140172964658,0.3613315574960654,0.5396164756615435,0.41408745951402515,2
0.6095986111360008,0.026551651657909736,0.11993311560148326,0.5915892359305246,0.17088423504430716,2
0.6166208220376623,0.4332991259211596,0.0823083554360991,0.4099136016994969,0.5399477352181761,2
0.6011261805207865,0.3194880512427064,0.38379158713471107,0.8188525665700226,0.8516828053747156,2
0.6386295740168448,0.6212214627486269,0.37080314681831894,0.8833488174492494,0.7620017577595148,2
0.6305996532684641,0.4874553462645862,0.43833929393066384,0.565193480160866,0.32311272984870476,2
0.7022257103377215,0.5704703278114839,0.28169342565911615,0.5474602933040715,0.5395340827876003,2
0.5892655038927516,0.16199551450299926,-0.0765554664129856,0.5354244491157957,0.7670768729747606,2
0.6749366653478867,0.07337597298027537,0.01693368024484232,0.2506069791666645,0.42774147735475426,2
0.4575295744689813,0.22438006173789143,0.025623306733170426,0.5932233668349248,0.8156979411339749,2
0.3911539257817134,-0.09201904063812627,0.43948280548985363,1.1236832317730405,0.3361952367565624,3
0.2856877356567804,0.07022184718927024,0.36555622201918936,0.7715598661585084,0.9007342528501202,3
0.5279909915288259,-0.05694396415026792,0.5681924259179388,0.8179908663021354,0.640755253936318,3
0.18300820809385132,0.15888285884966952,0.6670095162698021,0.7306845733806676,0.40161227099299446,3
0.5366209340558203,0.2564316367216905,0.419770200813972,0.9213021678352349,0.36457645400472766,3
0.79905754460273,0.1523746181247789,0.8089053468642474,0.7565168886087198,0.4279811168581116,3
0.4774984318002904,0.1909436178767828,0.49726870513225074,0.7976130543745474,0.4525989459684502,3
0.6696567996935944,0.1566519052369588,0.83184381328144,0.6311112187412284,0.5914610224440313,3
0.7064354062962271,-0.23024137953890628,0.7751849316354499,0.8018742822026967,0.43827194492024524,3
0.6778419383314633,0.020630231126017917,0.5074874429094774,0.769786587223829,0.6351506077451416,3
0.5821102485989774,0.052426498848513275,0.564957586161644,0.5973796991393714,0.45642502144274333,3
0.8078553348571775,0.1143924487452801,0.4146567116376434,1.0987447711548963,0.5854253452824263,3
0.415083360086798,0.07225065318529356,0.4113257309538867,0.749583033414367,0.6382057407112821,3
0.36336250366804423,0.38909503281858027,0.35625313229034045,0.7110668914788951,0.5642904488263846,3
0.500145293114262,0.23905647506093844,0.19143255633609846,0.5772583598645116,0.7919431076077891,3
0.5112746376998923,0.23397190769843526,0.64185647293608,0.599664694246482,0.5144601584235947,3
0.44104815177576207,0.10677268384068678,0.3062907210918001,0.6460287136251119,0.4186564691212047,3
0.4760161115563877,0.49514774591720523,0.5738719743356026,0.45881884525777206,0.3704261393569679,3
0.6632247365758265,0.2518433123750596,0.5616483458617914,0.7595161336333894,0.4016368047332694,3
0.674595214012322,0.3219422805869403,0.18494882353645825,1.1486788834904036,0.6974711261320683,3
0.638515655934298,0.3611825388002188,0.5708042475551374,1.0352597632302847,0.4748209929188121,3
0.417266301641827,0.2898094313217153,0.12826871399953077,0.5306463121475686,0.6823833162208269,3
0.31274139506846194,0.2636430648420901,0.5428453230187652,1.0794451053934864,0.5619083270436058,3
0.7958742376201853,-0.023969335911609435,0.6574966453972937,1.220249788455162,0.6293766564014058,3
0.8377690086405396,0.4126202335465834,0.3772074527626176,0.8454234648635153,0.5041800935189206,3
0.470459710482245,0.4762558923276402,0.47013528404987304,0.9446054388243998,0.8423364153498509,3
0.4767224320769593,-0.08104852083817438,0.5561757946139515,0.8977487410866891,0.3181260291132257,3
0.25358568331872205,0.14070467774401232,0.7982389912186861,0.9935032416192736,0.374553484225731,3
0.7767673392523399,0.34603386460464847,0.14827504395759844,0.7991549841556815,0.07418851628742928,3
0.18625526746251492,0.5568420950531614,0.5728507554788524,0.5657978235336237,0.8916084788255493,3
0.8603521862417488,0.5085748091261051,0.04328152652788223,0.08043943591160521,0.7469375987198624,4
