"D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","class"
-0.06072906661099664,0.8979595286750464,0.047295602307176554,0.33661479335067457,-0.06772383247983932,0.24330532234207597,-0.1399628445011995,0.6959594240399584,-0.13954838079770282,0.7429258414461227,0
0.7073141854693878,1.7231878618812027,0.4501322149128226,0.7215386876549672,0.3953265094848253,0.3255462090950107,-0.13284680393248516,0.3719420894958431,0.8593957666903693,0.7926468512390336,0
0.39727743206070887,0.7147241404918091,-0.06059279548902863,0.08582296954980367,-0.03702128233700913,-0.03172353713919995,-0.5260827357572123,0.23346036008224313,0.8269224834881341,0.14464438640600974,0
0.7453673736020703,0.1091820253624739,0.004981771928972312,0.33594366864881187,0.3238922208014171,0.44417439867141073,-0.1291673576215161,0.5792430429492567,0.6569507878310903,0.9095066286491582,0
0.3241589536998001,0.4483683517257486,-0.09515071622570148,-0.2852011559812555,0.10633100185253463,-0.05485781611403351,0.06233989143001223,0.625500228267879,0.8516005902519166,0.4490909467476015,0
0.5193809245246701,0.5278359122849097,0.007724784286259778,-0.36404699505218985,0.2828855604669206,0.3975949048198588,-0.15209786386504415,0.6721325108458623,0.6749316805948631,1.374776926537757,0
0.567883590452251,0.22121396523174164,0.5315944912292541,0.23174465632734315,0.5183046486398668,0.8194699937469402,-0.20229342810525974,1.046025990158539,0.6983053786240379,0.6140618407333468,0
0.22131330186359632,0.6606678918731126,0.3511350642276869,0.3496293536677509,0.15618671350663574,0.5161433423256887,0.029348112628521744,0.9924179365522471,-0.3242142706461383,1.2324633426729699,0
0.40391160957331224,1.193634811232685,-0.2758262778380911,0.13975342738382687,-0.5361447984529171,-0.19973112197345944,0.22200177909316754,0.5784882239897702,0.7484989249403957,1.0423704343277178,0
0.16077115261112473,0.8512618762076342,0.06690870968231971,0.41892644197201373,-0.7984731914685008,0.45136584343985664,0.36933986354838444,-0.01543398997588652,0.507585028012867,0.4204073108539501,0
0.3757472283317329,-0.3469278761166742,-0.0062420856694309634,0.3673621869136925,0.07606558675519515,1.1531387206958126,0.7657915179140602,0.7464508822510528,0.3591149911002297,-0.08587051362697184,0
0.30725030246649526,0.61709978394461,-0.3062867560316015,0.14224618011585966,0.11994105669158905,0.18061472289324965,0.7609620623836284,-0.5545515716186297,1.0606082540126573,0.4259009128390905,0
-0.14900260306251045,0.9504622565928316,0.2566299384668257,0.3939759977273777,0.23590292193576817,0.2053279924780454,0.07171120131490571,-0.0720883071970595,-0.3198424158340252,0.22024036996248575,0
0.701900735685875,0.4313495111886357,0.7343596865278366,0.4225624210572889,0.6461444505921221,0.0456058988539938,-0.39375998137743484,0.18845635560821916,0.9415976008126404,1.4648218914428868,0
0.30394320746451065,0.8233970890186909,0.36490877269782923,-0.16904807984863102,-0.4020550879754825,1.1872725934187023,0.09290925906219169,0.24137546246664898,0.856032269445166,1.6975952882078302,0
0.21913717680071443,0.6216638539104373,0.3388999248400463,0.19225889612030875,-0.4246426267625212,0.8695992294638751,0.1669035057638655,0.5780963115890453,0.47687680306498126,0.4390744486807651,0
0.9443148875742501,0.26015316155296114,0.7676921726435366,0.24651164289331615,0.3168837204679276,0.4485437180928632,-0.016904634244704952,-0.39054721867165687,0.18458773584976862,0.7913336756980067,0
0.9339407671950313,1.6044492462703634,0.22643851032696047,0.56943069755517,-0.11642877293937315,0.7054354250041879,0.5307689637498944,0.9570915164129362,0.2999112905386131,0.5107726902619489,0
0.915174057523382,0.2588644657192233,1.0355232857780363,0.31688699625225203,-0.8983923579130719,0.07771063598865102,-0.41781478249628834,0.5042836330633419,-0.029341893156789034,0.42509333848012965,0
-0.07514177317463,0.3959220766368192,1.0372665995514627,0.13290965583842296,0.043194952964765526,0.027913157280087364,-0.43658939982303646,0.4011391666794945,0.39866265011754215,1.3055793887551106,0
0.11241417211095023,0.45449405278593963,1.0789092410725387,0.4478275781244152,0.2050623635205709,0.2630774459985283,-0.4641701938540964,-0.19520407805821538,0.7831311732197328,0.7528176281560639,0
