d1,d2,d3,d4,class
-0.602282366895375,0.14032163040560863,0.8184272150700066,-0.9340377357160259,0
0.7827060886530748,0.753502229491535,0.33137215670076314,-0.34207214583978074,0
0.6410444544156171,0.5559869838919761,0.18295803916525433,-0.5742078716153827,0
-0.9017514556224153,0.22319015960681976,0.24592072372036278,-0.9782227870902472,0
0.2914798176183715,0.1414317406192337,0.25944570072975803,-0.026415031401624267,0
-0.042057528114021414,0.635189421736861,0.643344978805172,-0.8468572864783895,0
0.22466892815456085,0.0430683916460457,0.14487644725329862,-0.7622412591284455,0
-0.057962029752645305,0.8187887577691891,0.15783591241640982,-0.22202422735928873,0
0.7178264866379611,0.5922799175450892,0.7264036207768787,-0.8641752055970175,0
0.18554613113780305,0.9160098053704316,0.7003281971173098,-0.2621540392883872,0
0.9802712723936584,0.24296658839147878,0.2433832582224299,-0.2008433012495483,0
0.397116083713174,0.5352487081361318,0.9136326356521759,-0.08198802469196331,0
-0.22802640214139402,0.7860090892555083,0.8318925226699676,-0.2852850066394398,0
0.25108080393768306,0.6525374639362486,0.033879716923983616,-0.005598595712206111,0
0.8054281008979907,0.34455462242511614,0.9618873676788101,-0.24986652022672595,0
-0.9020152895089211,0.8893311355531673,0.19343042305946956,-0.309094704232156,0
0.12616384290297877,0.9040318366460669,0.9271555126492252,-0.1214262615397379,0
-0.5610949066489714,0.045727215347112216,0.4504105089817463,-0.5116058632152021,0
-0.832794881502545,0.3808010483407399,0.7982212728821524,-0.33024606986742566,0
0.10887963721421823,0.018023305298696002,0.08002468825203102,-0.023139003134722946,0
-0.3272056960306102,0.48334607448009603,0.49835797215607536,-0.13644187610754055,0
-0.3852465879438205,0.47951948611988304,0.9128067603360078,-0.7079013902652077,0
-0.813309358007227,0.8699136279796529,0.9128649508652723,-0.4073675718682681,0
0.5727570118480485,0.9534714995301985,0.7549620907046707,-0.6716837835552187,0
0.30035612584297544,0.35650696037248786,0.19176453246006664,-0.9296256471840003,0
0.6911287219919455,0.15710118444468568,0.17595857578271634,-0.33189722821688594,0
-0.6436580216598808,0.17913948656326184,0.6560759984862108,-0.1892788499340614,0
0.24309300744079732,0.7455701198070886,0.1985223923956222,-0.5788575658947478,0
0.8021873506593191,0.564255143471509,0.9678223000424744,-0.3038558199268848,0
0.4755081573608022,0.8348230265734738,0.6761947754871909,-0.5869112309119817,0
-0.1098560998448479,0.11122132912689442,0.47392598225886284,-0.5397453605203891,0
-0.10150463659880038,0.9322070231407971,0.39360619081391923,-0.5839959430702606,0
0.9180374104032132,0.7408010622659753,0.8841504891987942,-0.5985723230927917,0
-0.09863863292503128,0.15377295144950398,0.17462387071649266,-0.6382304699983083,0
0.7065800082979912,0.21351005253097588,0.6932431395231439,-0.6061493425515152,0
-0.3598719887024364,0.8571651735284739,0.5335292659392771,-0.27012665974345706,0
-0.49155509863085767,0.4717657162008828,0.007436022275872478,-0.4875978983833238,0
0.6419805782675663,0.06900591415036395,0.6543814635544957,-0.4490181028657936,0
0.044416340789206865,0.3097335071804058,0.6854611105797277,-0.16223270846534732,0
0.07194751857946868,0.33568052701392304,0.733722937697449,-0.28229851297049,0
-0.1380726260152214,0.12477757582536819,0.9542356414360575,-0.7418028332825821,0
0.10712415410704179,0.8764298271765555,0.9717837651258504,-0.45606417748732464,0
0.7112976303881755,0.7544215351120055,0.9093742456817414,-0.6656837585418458,0
-0.6362471745629508,0.1676559938135762,0.7473407542660235,-0.23575384330447002,0
-0.8650161318456071,0.6527257283305465,0.5606840625617933,-0.4566135581562969,0
0.8224719620836389,0.33734780604782544,0.7613874781980015,-0.5853799941847827,0
