d1,d2,d3,d4,d5,d6,class
0.08912883147642503,0.5698934197537909,0.32418763083446955,0.0961346058170319,0.5491953611136329,-0.563255223801092,0
-0.23888119895603083,0.17464328196275963,0.0193419154422203,0.37611556398856183,-0.1651024219918425,-0.40650805897157394,0
0.13633839273571743,-0.09789995060269276,0.5684650408065681,-0.13163501153056165,0.8743014611101898,-0.5505629935525487,0
-0.3401482543393264,0.1161712578288252,0.6515432284578699,0.26526126993274735,0.008672702859081671,-0.5135988133099174,0
0.3897438422968892,0.26582804032220475,0.33056842473229486,0.07977389101465357,-0.013667616182446107,-0.6014496903509932,0
0.051382025164758816,0.1782547159576701,0.5111235203378071,-0.037914492127513424,0.3903280238289364,-0.8385489535618048,0
0.30249675589328784,-0.2747645605647272,0.4069551405525283,-0.40779557860395627,0.3485299958683025,-0.3462546952491764,0
-0.003493285792180424,0.5721522200062424,0.27363425164598076,0.14166999249824627,0.3939244299738651,-0.8586412765802721,0
0.043609564540655024,0.1867895777969442,0.24315403443178457,0.13727622153056934,0.37617258982614493,-0.7758598332609665,0
0.06122427402340527,0.5403058376453439,0.8615557843987648,-0.288350193365832,-0.05422147198175578,-0.5022308426999381,0
0.24489024997816758,0.3298683401738498,0.5147611552355301,0.5845182255797453,-0.21137772147361514,-0.7074066048125061,0
-0.025129468905433834,0.49210870132298656,0.014137414059573576,0.24377940083912672,-0.02978037110556686,-0.959997424129031,0
-0.49961560873927346,-0.11878278769915425,0.40709208125313223,-0.18389837909614032,0.6892075391914161,-0.6085339952495656,0
-0.1927813313913993,0.16824064646563963,0.4322976436763673,-0.1882711494383793,0.14812791300344397,-1.1820193291056058,0
0.2580407501141838,0.4615341677978779,0.4228122212264002,-0.31808187334527205,-0.3147040657906114,-0.8027762024173275,0
-0.24942085275693543,-0.1383152171481508,0.46494188180547386,-0.7737388373037651,0.25744201284429546,-0.46638926170868006,0
0.10424401836750219,0.2615772756370816,-0.11023088328416145,-0.06454694930682849,0.6101065902599487,-1.1331331680374737,0
-0.23554808385598372,0.36676533984647225,0.6200898022010065,0.1341725239795959,-0.27323225441142085,-1.039055925456651,0
-0.20977217462252,-0.0528297536959269,0.4198298222391434,-0.05379842925656076,0.13459931028017907,-0.6364618407947645,0
-0.04661247895312057,0.22234874547859468,0.4259507609636838,-0.4115510663162291,0.3660385747464145,-0.943336106240595,0
-0.18883592667962107,0.5760108695512023,0.6006970334675548,0.34320499186404474,0.36101971907354996,-0.5354100765030512,0
0.3310978134870996,0.22227168132806877,0.5545111219019564,-0.064783066758297,-0.038321539691397566,-0.876027978155515,0
-0.32039846455911847,0.5076406333550127,0.24059805420503855,-0.052985168162791224,-0.3131681371902652,-0.6185970876808791,0
-0.30447977572282264,0.14223909132282167,0.18105527981243752,-0.40232787833573225,0.11672630340615725,-0.6132886223061627,0
0.029906159170348584,0.12153735459060219,0.08673969144984668,0.006793105997194709,-0.08409820629813042,-0.8633317388535757,0
0.18411395436389077,-0.10595366963014335,0.07523994558473691,-0.35484167396778366,0.08765357885100264,-0.3254048591798775,0
0.08919131175699088,-0.008597608822168257,0.7616066279608837,-0.29383187795428883,0.4150917659908825,-0.7771435840664495,0
0.08741088067010284,-0.3030953675904162,0.4255901583455345,-0.2407465118249944,0.8198747285870007,-0.6612828811712805,0
0.3024944864078276,0.33306047640291475,0.6444454838022871,0.6616504291856166,0.34347032494806085,-0.5520139100494491,0
-0.27430841770380987,-0.21134589803194478,0.7674808076930179,-0.19338913764647903,0.2756051753310713,-0.9512943563796648,0
-0.1461408064431216,-0.0170649538374994,0.08447525472300575,0.3067673939679672,-0.05940994080519851,-1.0861700682624689,0
-0.1545414724602963,-0.23432778707844926,0.43026281043973236,-0.47489833112234414,0.3528594935030455,-0.6931478439214573,0
-0.1027676409351288,0.2533269842125294,0.24948903769678873,-0.48365388764226297,0.42667654742193667,-0.07661452625448278,0
0.06612829309863044,0.24618820198953806,0.3989078018236032,0.17655448660559653,0.05208894522121167,-0.37538106741754373,0
0.28978782634825473,0.13587894244664211,0.6463959197742809,0.21711101018775547,0.4916121342223412,-0.29507137490159274,0
-0.11113249255450763,0.12628316603678802,0.6966930628400809,0.15517393222636858,-0.03164436031306331,-0.45332378769695425,0
-0.07253728459612815,0.4630852388660472,0.26501990272445075,-0.07094720342564723,0.1887351525029652,-0.7049824057045154,0
-0.43477584159446075,0.18779445951670018,0.3938977564262153,0.04172541416577771,0.536772125405454,-0.44692183380807254,0
-0.051109069149591194,0.060504309197685346,0.36746400753445607,-0.16135492861165862,0.25510295158577867,-0.658663160674457,0
-0.3405312883827288,0.4804165193523765,0.2282520135818767,-0.33490080097905706,-0.010770983737511591,-0.5597436903164127,0
0.3050757540766855,0.2735387225691843,0.5061919094618065,-0.17721665947377804,-0.3145227414238784,-0.6692055485216136,0
0.16341570941171144,0.7456518023896693,0.3282211663211979,-0.0365354380827396,0.07218600469695582,-0.5983231904567853,0
-0.13841530303780947,0.00550960080306985,0.6245002367405407,-0.053036420629218706,0.7849098667248473,-0.5967337481177455,0
0.1167357089897462,-0.34586550686422307,0.3981363460193555,-0.15416972388813924,0.048205089902599835,-0.6302808895870163,0
0.2523904808342322,0.46166852675972564,0.31196445424868363,0.17125762530789698,-0.2745029835376164,-0.41451575943973185,0
0.33023084204484876,0.05925745690541298,0.24543800975091645,-0.12337672751606589,-0.011192048107407593,-0.6362634194062458,0
-0.2555319416207821,0.41504728946289826,0.43755628567568183,-0.4202026236426938,0.5698196073940709,-0.7398521383709433,0
