d1,d2,d3,d4,class
-0.5598281639718261,-0.53249493165913,-0.5023877430861231,-0.17426721410041582,0
-0.23952658595894766,0.15383050164410128,0.023793634231292986,-0.2244652065017106,0
-0.6192263518944812,-0.00939379946170841,-0.4794597976871064,-0.1684976668749864,0
-0.514446715167301,0.01871975877669277,-0.11247776241629416,0.47824868931748393,0
-0.5475052576185933,0.2395950879704386,-0.07698466274289856,-0.9401568939379691,0
-1.06632414693368,0.14095636482781718,0.266199004416137,-0.1478951181288225,0
-0.7253107792902509,0.36958242785241624,0.020820438923863205,-0.5860691541793696,0
-0.959183344352138,-0.1466593286424291,-0.5057864496446827,-0.2618555216992849,0
-0.9377585987157535,0.18312933342221657,-0.39578013594813816,-0.38766374161608996,0
-0.5143306362367888,-0.3228526807876382,-0.720161483323552,-0.10205754500087616,0
-1.0852663027068745,-0.12330883363140686,-0.37625320699689657,0.19686936896373192,0
-0.9459217432201539,0.18009132685779605,-0.5136586866084001,-0.2140663152476585,0
-0.38888917138318757,-0.19115266553229088,0.0799347380100338,0.016190333481290932,0
-0.7086951807261034,0.5452184502973887,-0.16077632244983114,-0.6593403573000173,0
-0.8911238770001016,-0.5255382943127025,-0.6372699775461244,-0.2979958000076614,0
-0.6584877355356258,-0.2904153528759623,-0.15105893999575382,-0.2871150719641713,0
-0.5940845061362237,0.06969987553926582,0.4698574098868803,-0.5946893915484354,0
-0.16753710781994585,-0.2310426413338542,0.27610478596209453,-0.5169935613832278,0
-0.46749159590915945,-0.5019850088105042,-0.0027424455690026224,0.004512156718982143,0
-0.803059676865038,0.18110703814053658,-0.3252633287785216,-0.49304409534218596,0
-0.46305301282099526,-0.010354554443587016,0.23944629795242026,-0.8930636836868933,0
-0.2270873855477481,-0.31504622547012023,-0.3119748378126055,0.11344057683982164,0
-0.6368249017189637,0.11281503008624433,0.1747357637648097,-0.4159571971324882,0
-0.34489679132369144,-0.09461993941504848,-0.825447113226372,0.04836640116493779,0
-0.414052904980758,0.1636793868460586,-0.3151429722709854,-0.6644258937956861,0
-0.7950662340922587,0.1704598052807829,0.09118746626723151,-0.22413496059953203,0
-0.8421660628448795,0.021494221038966782,0.16565722987429354,-0.4231354385230733,0
-0.45417306235097094,-0.49629773301467983,0.1171587885898922,-0.12460371654831845,0
-0.5289362828817701,-0.10482870354244869,-0.3485051851555685,0.08791118983177529,0
-0.9488117485730756,0.16722884580113567,0.4886276610139786,-0.6352762695472102,0
-0.6628209901742093,0.13398477664344996,0.11229199041746143,-0.09397468897174072,0
-1.0519848607053008,-0.00606044162622843,0.061678903720548656,-0.2648083197479645,0
-0.16621248475796632,-0.015243170142380025,0.018399539060855313,-0.4699962572855516,0
-0.546617381477218,0.13868650259226922,-0.47697185265963676,-0.2752908683852079,0
-0.42094567994597826,0.1569754083444606,0.1803418120728698,-0.4474081552480175,0
-0.01650069030489746,-0.2367922872502445,-0.162986877523665,0.04086155687630454,0
-0.6622033301303476,0.2120714416309376,-0.6760382029542208,-0.11306515158176272,0
-0.7355915574394414,0.17666388663872598,-0.6267919444903532,-0.2225073840306123,0
-0.517461473419115,0.25848189739486255,-0.25678186807655695,-0.1638928057779402,0
-0.40224507875899507,-0.10724155859573609,-0.4756101309085386,0.10035997741792993,0
-0.8513445696753814,-0.08150099867670922,-0.31135524832537387,0.275264990577877,0
-0.2317913890243214,-0.1404282818738202,-0.6854914410984431,-0.1733752787477989,0
-0.6443866611507771,0.14746018755086748,-0.4160992192035401,-0.5068048993095524,0
-0.5937348808772405,0.40276911311762986,-0.27421453772243176,-0.34864713855762536,0
-0.5740429854445462,-0.08287740640860972,0.39686535037327136,-0.21702293394017433,0
-0.5996704774554248,0.10534937941561795,-0.0527802034668337,-0.056134258236887294,0
-0.7821630136023972,0.019989852223936913,-0.23130051382702618,-0.0820059361829255,0
-0.28402083264807115,-0.11849409343755912,-0.12687820106480072,-0.41808178502198307,0
-0.6702703339789791,0.47242147737692197,-0.2623736843679134,-0.1171662740388442,0
-1.0224804389455422,-0.32086815853942485,-0.6027826865058328,-0.12050822692885857,0
-0.45194126002316565,0.24324950170504123,-0.08894627710108596,-0.7163337159510228,0
-0.40899906654045604,-0.25254256646929485,0.08351735655189028,-0.25670395595853346,0
0.04786387617633875,0.30053833924389184,-0.06271822281808401,-0.485131028515715,0
-0.6722683350921594,0.528973693181457,0.16470933520599398,0.1168554439819264,0
-0.6875768297044302,-0.14629325538299842,-0.4036271278168128,0.11253540082292288,0
-0.5594116784878804,-0.15935552874275744,-0.38583744047541957,0.22868275821808012,0
-0.2865976604664079,-0.03603841132020616,-0.15567902467219757,-0.12762255408895204,0
-0.39714296884683775,0.49239275500714424,-0.3079179718631784,-0.1950910381506577,0
-0.43127227223334214,0.761142322050869,0.20631502545007047,-0.5128884939751523,0
-0.625463411538767,0.21714892084843107,0.037018587565513975,-0.06857063921733803,0
-0.6028795081661779,-0.2139328305237935,0.04133110983407519,-0.05454694261791474,0
-0.6742851649004215,-0.27817377423593626,0.2802821519686661,-0.2891782941833311,0
-0.39832122802948017,-0.0529651502956614,0.4069574978952256,-0.5166987601694522,0
-0.66192531795136,-0.2868338263156063,-0.4199101205458748,0.36014458289156226,0
-0.5425041912524831,0.11427174243456598,-0.7838675588494614,0.009197089548202864,0
-1.0982233255109288,0.34041626455527313,-0.039243979954192265,-0.5127375591106916,0
-0.8227267367953819,-0.08694059665200082,-0.22788390538813905,-0.7910761752899085,0
-0.787630807034811,-0.2859103803967672,-0.3624526375544141,-0.06632449263883551,0
-0.33027873266195407,-0.17530081419028637,-0.5169077307227126,-0.17890893242519512,0
-0.6766121676667869,0.3966155218679917,-0.7125303194319488,0.05655559234426649,0
-0.8015634253953887,-0.3447818912364036,-0.319540677762699,-0.1536387471272516,0
-0.7254340812719573,0.09557305071280708,0.32082230759926117,-0.4716456894276079,0
-0.4341890250893691,0.47938385108236814,0.11384422485380755,0.2039220038392559,0
-0.6141143790619445,-0.13129366075498627,-0.31389697715546827,-0.3339677585119175,0
-0.43886905444015106,0.4475003905981797,-0.23494224674454053,-0.062233327082000967,0
-0.8719349563384684,-0.31886849369075915,-0.045019277533603276,-0.157215063222533,0
