"D1","D2","D3","D4","D5","class"
-0.3462809525101361,1.078810043959642,-0.08978640553966988,0.2140963136825989,0.5808659048139305,0
-0.08999695812702893,0.7223744318863948,0.3192578379944623,0.38721855892601265,0.6099780170906013,0
0.0293113904035973,1.0653645335570368,-0.09075834582234277,0.4898793646063132,0.3121939221476664,0
-0.06528238459254529,0.5701489735953637,0.12989049582542567,0.7461711036396403,0.2366585157554456,0
-0.01351019688139432,0.4991712696688162,-0.27029313585224457,0.6048386166444153,0.6691241479864425,0
-0.21407944482063684,0.8009477654494895,0.15181362277759697,0.6376545911695951,0.6975971108247547,0
-0.3473016425236292,0.7885760773448487,-0.1991346767389814,0.3657165584355066,0.26486895155130896,0
0.1717297371167338,0.5515796562870576,0.005967685415558338,0.40697060761456,0.23119083527009054,0
-0.02431159356162499,0.6073414268557907,0.13983433224122951,0.7526999485831093,0.33003653034828917,0
0.18591449174875901,0.35055244177194017,-0.0020566363079776856,0.46724880637330113,0.2188381146587951,0
0.16472754859848232,0.5276761355380866,0.07878575311752689,0.36897225736503586,-0.05204253400555192,0
-0.19302402686151438,0.8439479531305593,0.0033519536450495185,0.39634646039435895,0.5497395415890625,0
0.0933091209349131,0.89920232230663,0.37903889432571913,0.6327396919126231,0.437845674938351,0
0.11077819691849589,0.6148276977418894,-0.2747386680610089,0.5941667596625786,0.5223003288674337,0
0.09048941630115723,0.9481414549937688,-0.4377290100743255,0.3451620838257506,0.4623765602466131,0
0.0032949419875473868,0.7990732259297322,0.32713620615547384,0.7774322149038561,0.4574586473012127,0
-0.22830577495452992,0.680997276020245,-0.3172147102889236,0.6936270310892677,0.4521875981220715,0
0.25667785172566815,0.7258401906172212,0.285973505313217,0.6603142766164029,0.4930417263786558,0
-0.42894845214562316,1.0567154095126174,-0.14210376696386295,0.875449172878109,0.037306815594950415,0
-0.04289052061799935,0.8936421560470758,0.034111801182539606,0.6508119516178037,0.661594023596154,0
-0.13768600698962308,1.0265621465863628,0.1896193512263294,0.3947306779880433,0.874444577944,0
-0.4340953361486516,0.6993658289387538,-0.08481419090170936,0.7079885855497844,0.3662896441327227,0
0.3028012072580273,0.651676799205459,0.21410519061841926,0.3977120754257726,0.4644416257275132,0
-0.3228867294177841,0.8029913779794372,0.22139195333660558,0.6359975167588064,0.642607561120297,0
0.1997133328161084,0.8813610131559485,0.26140176630303236,0.6344706743246633,0.42483629463914196,0
0.06592281605924158,0.6598708889952811,0.1746954130688191,0.23168370737381905,0.7553415701453767,0
0.15362958077486388,0.6126241627509327,0.029333375725887997,0.23319377605180236,0.538078466393566,0
-0.1376502768506546,0.5711784573421332,-0.048972475410496236,0.7494421034459794,0.7171194385029356,0
-0.19167408499214383,0.7177908001627695,-0.14626558673497048,0.2697225631574454,0.27650662984335045,0
-0.1736969278707699,0.6120551329248368,-0.17678579637063413,0.592402123734273,0.48652703587978063,0
0.09613151685163887,0.3543206501258872,-0.3777572689356218,0.4002670122904701,0.3564919099899617,0
-0.26769719993174235,0.5934091599527952,-0.38717434541290213,0.5468197524693722,0.36906010598307204,0
-0.2766924216683615,0.5800698290533013,0.14717172001591777,0.8524685379897023,0.5495850189260335,0
-0.1201334694160929,0.5372579858881887,0.29087894464674935,0.6327258292083279,0.6781693084064895,0
0.3847656951686859,0.31205511862739344,-0.31698565473619655,0.30254624769175714,0.3685379291653277,0
0.022289586154680248,0.39061072675711567,0.17658374398599325,0.6678893657242949,0.17089046950506875,0
0.1557386701234338,0.8450636154079342,0.17085296439419956,0.42831678516855853,0.6398929770272908,0
0.15921137782989273,0.4324203365245088,-0.32546147262997827,0.6819797961711911,0.522236593876357,0
0.24976922767096013,0.7716020857705826,0.13310900176091273,0.5801162303985745,0.6473953958629433,0
0.05732535021518949,0.6392521617824708,0.22497880574637244,0.5422781137159232,0.4949227302704589,0
-0.049308762011730914,0.8353941050330569,0.1372098796828741,0.7376734587943135,0.3587022954861917,0
-0.07921411467325634,0.5329083525279841,-0.3294476042510731,0.4078650078146354,0.4823984534664728,0
-0.004329793529379081,0.6266891848027567,-0.012064502031754798,0.24506569378086085,0.5245275428876782,0
0.027455651012261703,0.6952213983995243,-0.30243957395404314,0.4733954481777188,0.3005732780973339,0
0.13942122038787252,0.6234243272929046,0.2742599144152742,0.4793044557801305,0.10057411252761878,0
0.40337535072205144,1.126711950488656,-0.06717960704026624,0.5527547612064532,0.4898125579441187,0
-0.08074775950034102,0.5637977081946521,-0.36780174300512614,0.9077738156913817,0.34770253093136616,0
0.041955131619865145,0.8525098693390437,0.1045692933442743,0.8070573346159025,0.6611225293579978,0
0.05929623578108186,0.31991817566998704,-0.23278602562827277,0.5790587777705342,0.7797844547221081,0
-0.3206060924290399,0.6660442698571201,0.37506135339351465,0.5073213379248566,0.808527221276712,0
0.04288686669213419,0.5615865397890933,-0.10561590712413482,0.5944776869585513,0.6413189409364118,0
-0.06606773471511584,0.5614250418387308,0.005716347773570843,0.8798847785366029,0.2233217540027405,0
0.13587871771746607,0.5387779027074322,-0.18762649189456942,0.4682948324017666,0.44156216528566394,0
-0.32490685214050996,0.6951633302561475,-0.06047946539857929,0.4527759129612672,0.4205859020883096,0
-0.3786349065130732,0.9173677405812853,0.012881665105087828,0.6488311237687038,0.1524489338239789,0
0.19634771521593708,0.8129709254453121,0.2517201083326577,0.4759050335405848,-0.061188424369826855,0
-0.16225578105931093,0.9756639006972545,0.08572497624169226,0.8170785933388984,0.35790318748262084,0
0.10316318968343588,0.6214784898754645,0.17397632901234267,0.6880495684834985,0.15253981300170633,0
-0.12868407531352874,0.7672776705312023,-0.19201547302750638,0.7926248440917703,0.7168840170467875,0
-0.15032759957440547,0.7378201644580175,0.169533981744339,0.37186989534533815,0.17584511257634006,0
0.2295393379694283,0.8936206154065427,0.05069996014864808,0.260503713794992,0.25028767371066496,0
0.19986633797271167,0.5424141398128441,0.05899258966223366,0.5295099421715537,0.48757344149143084,0
0.06404373247580729,0.6351343285052331,-0.03397801265681852,0.8392360884273771,0.4225145443377848,0
0.11579832542640844,0.9947271784609844,0.29303519930792365,0.7967124421223817,0.37035656405285705,0
-0.09306852462316717,1.097956578640134,-0.2671347059975715,0.49928686188024685,0.490405699518492,0
0.12900107820162582,0.23931522664702842,0.046238863097472355,0.3312356202193254,0.49293037451805505,0
-0.043694401651104636,0.9896486171973573,-0.22814349276018941,0.40163981216025124,0.4373076305840277,0
0.11567435890754502,0.4631935390987179,-0.07964822060091648,0.776318024107181,0.4031202347140424,0
0.0612377702741965,0.29577558738330656,0.11526680904828854,0.7835959500342426,0.543655105118227,0
-0.21906617658312294,0.5929338549762537,0.23583011505105284,0.6167315420492497,0.2060281004775219,0
0.0804648088986654,0.7871070411692165,0.06641213450096298,0.5533436029491788,0.6230722548501646,0
-0.2042672156074769,0.6484246086078654,0.07218890452441092,0.9023788465518872,0.5530799467492031,0
