d1,d2,d3,d4,d5,class
0.5305220106825992,-0.39942154652639805,-0.2303331965810883,-0.8126040553129447,0.05566076732627234,0
0.501737044606543,-0.48183206460187733,-0.06531162197771645,-0.2294327801005891,0.21849228738191318,0
0.2012843847326904,-0.5606374515761038,-0.9576153243953983,-0.3463534782462182,0.23991623960393793,0
0.17572852426294738,-0.42442554328442217,-0.8183406795738328,-0.06350386905806737,0.8193485811390001,0
-0.1174002882059797,-0.18031621134788,-0.8551762530415092,-0.9633860836317711,0.9040394746530617,0
-0.8231541047973479,-0.2924090710569087,-0.2594752930409805,-0.15412711209306684,0.4209670843303255,0
0.18954462634247093,-0.7595073136307586,-0.11363039977048539,-0.6453860701675589,0.2918904825549997,0
-0.8639998213050886,-0.3905109447792594,-0.0934189669433837,-0.738872902864685,0.5258126383034774,0
-0.19274924261495596,-0.019190953425341717,-0.7407531814971847,-0.35755599518195347,0.29690751575815266,0
-0.7388140099150426,-0.06209877988319734,-0.33040243392710933,-0.17290774529418673,0.5105687770622783,0
-0.8505359888213324,-0.3402745715721528,-0.5761367115569126,-0.6083800327170473,0.9877941624127404,0
0.18301753382862262,-0.9989228191027527,-0.8164398675589468,-0.8288282462416762,0.9729770383157671,0
-0.08505470177462215,-0.4870159687922878,-0.04374038401617364,-0.1548512725650899,0.5665866969949003,0
0.07494215533516124,-0.9489629903521049,-0.36651044616418893,-0.6999021679470073,0.3423623632063507,0
-0.7224806448330805,-0.6498519372015694,-0.026457599845899682,-0.03737722283131073,0.327849503695684,0
-0.5263133819275863,-0.27067237727160576,-0.7001619635671674,-0.8636388618581041,0.0564426797312374,0
0.5583811901417965,-0.03681433643958165,-0.13274200265552927,-0.10931756785871605,0.5167297902474471,0
0.7065163178874794,-0.3151696270523865,-0.5178529202399248,-0.9196383056924691,0.1289058390909681,0
-0.12411824012758421,-0.1294613405528473,-0.8019681815277172,-0.9501948928113034,0.29238307267238095,0
-0.3671401073277125,-0.8227637457170874,-0.9287519003201318,-0.46750809890402334,0.28011059387230675,0
0.43477202194809417,-0.5173123244209121,-0.5287551645056114,-0.47120131523397646,0.8162733589147438,0
0.655723094650712,-0.7315549616288617,-0.7175952563297977,-0.5816245340054469,0.32185789370286777,0
0.19635859990037408,-0.3238013213755552,-0.39004194989824137,-0.5107257776867565,0.5295946228255255,0
0.43628959949089396,-0.8955830555375218,-0.7123399288587441,-0.3108604518028445,0.3493338645142109,0
-0.03795244439396339,-0.9482768245153185,-0.24223273375367693,-0.8221450419105686,0.1412168813551451,0
0.39263646247410566,-0.37680048852869386,-0.0503853503814109,-0.7711938110768366,0.7500257488944272,0
-0.8895965895741937,-0.15597593384799846,-0.17606293735688328,-0.043831901110403027,0.6009212489831759,0
