d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,class
-0.4895543193892221,-0.06262923955303466,0.3651463423298428,-0.4858911869004727,0.314481991942297,-0.09216185569821345,0.9163174404232061,-0.14447334823101052,-0.030466514181049176,0.7915818516598966,0
-0.5510393159586309,-0.212323230246285,-0.17782727016229533,-0.6754187800315602,-0.028315045620702334,-0.7013048354350931,-0.060301529326067235,-0.07668752243628096,-0.375253887240517,0.6041937146859355,0
-0.7567460067971499,-0.21107680873779572,-0.359622912670858,-0.19049093066403583,0.23576349426526727,-0.3995147972492067,0.2577644879463058,-0.25995801177201033,0.2947916050702756,1.1366750799525007,0
-0.5735628006895066,0.4153389059761264,-0.011703832505849282,0.06907482274359741,0.3983719779095035,-0.6372195245674702,0.2795619585943428,0.063695164573493,0.3687783262631031,0.09806033031913537,0
-0.5520696417497812,-0.20692438901653734,-0.10686524342364412,-0.09210889975704309,0.3841565253296583,-0.5504949205034673,0.484550519174209,-0.16148220168044475,-0.03759929003109701,0.49968258689205103,0
-0.549322164805812,-0.227594649420369,0.239458700226639,-0.5296832791862518,0.3661909703059243,0.09641814144289682,-0.007969992121927935,-0.07932998309802594,0.07265088521904149,0.4413306550166372,0
-0.43193907269104825,0.17308646313719678,-0.1613928730029745,-0.30411660534019896,0.019254098562087818,-0.03846810052560401,0.44709208420224344,-0.5452656145954349,0.4552716613421648,0.9189840755024633,0
-0.7841515894288673,-0.11265555527363841,0.17590282358098702,-0.37673410632904564,0.02647607517244086,-0.05556864540268523,0.6329705733620457,0.2500339109803175,0.27466926477230597,0.6124266012328538,0
-0.36878209495860426,-0.21483783142571566,0.06850884916788434,-0.16494884173724253,-0.20284003052375232,-0.3913220768225898,0.7990623816278165,-0.26388076550475376,-0.11189159795956587,0.12348372006364552,0
-0.13857004781414678,-0.04694517285205286,-0.30361431914155423,0.1978199166923021,0.11987721145903237,-0.4683023084809913,1.068584830894841,0.24111702420537165,0.10829588659549562,0.25977290634763006,0
-0.9042929100828403,0.2820887907199242,-0.17419324019060736,-0.3022524617054301,0.23797125748800116,-0.31771120631017635,0.24772143729949264,-0.2976505887717906,-0.2646347474328067,0.5299420261617053,0
-0.9759530794720239,0.25600265950335926,0.0858529298739765,0.19897781777981785,0.45550904301228357,-0.29251733836864297,0.26299880194083947,-0.027756448700537176,0.03732866524725069,0.30602344391594166,0
-0.741930790733749,0.10225828406541379,-0.17371648759132605,-0.9432889856763592,0.27160592591885085,-0.17265163089225585,0.8199592583762548,-0.2567980117547344,0.08178469611760171,0.2344895585124756,0
-0.7188869598060446,0.46878970233687967,0.2072226456262365,-0.06412885351424208,0.0067997899437506615,-0.03988978700774802,0.3607426516413882,-0.2038844787572,-0.1450811501533103,0.6057790303971095,0
-0.9041111980192195,-0.0036424757872188344,-0.05515307594101542,0.38962106759932047,0.2844373870550567,-0.4591522848611054,0.2700273620102571,-0.32284325957943383,0.5799165389087093,0.7256659413889608,0
-1.0189812425776479,0.09889847201657612,0.21397315043854276,-0.4695355499543027,-0.007267809615960158,-0.3798319863191286,0.45513684791658127,-0.07270200089647424,-0.16793930957943412,0.8726204040166349,0
-0.9961283186232883,-0.10454372083362802,-0.7251986752318882,-0.14362027894274668,-0.24890155026923072,-0.4749826156141684,0.45693981962920843,0.22181038753946197,0.5555077106397288,0.5812526673548132,0
-0.6027598759722232,0.23284914460068745,-0.02027164605659396,-0.05996296696747197,0.4227603892029468,0.24265299643503707,-0.09019307020011354,-0.05215539941119927,0.454354618472647,0.5463525693942467,0
-0.30882763412624414,0.3218149512939337,0.029851513713230787,-0.22789761734762498,-0.45817652849740603,-0.588503654115957,0.3355558379415369,-0.14171635338508465,-0.04108752466100554,0.7875101360091014,0
-1.0818239000985483,-0.12343290345746333,-0.477448158991685,-0.34658723558290905,-0.14680438532137852,-0.5458453534281431,0.8245375724670646,-0.5208689867540973,-0.12149070550566221,0.2061455700134489,0
-0.5197868585365234,-0.1975085378897921,-0.18004005876597046,0.15107518245509494,0.1580386142859875,-0.6302475024045777,0.6044110550643008,-0.14430766400650846,0.2770835352253247,0.36674336604766683,0
-0.6986990296962075,-0.3165972972541294,-0.023478735922695795,-0.09500536628291487,0.16276315574702538,-0.2111815954890814,0.5058424505264445,0.05472912340009395,0.2485225660017485,0.999967092218838,0
-0.3377312637091346,0.028020658094132143,-0.23605664035312432,-0.14775603389928715,0.3554774694331024,-0.027052835071885807,0.5546803123028412,0.1823360874454451,-0.08885174219793218,0.3887900154578014,0
-0.1679675679029103,-0.11014480015937546,-0.4006255532567126,-0.11159943649959518,0.09949249872782726,0.07642431357996893,0.013885803989706236,-0.6856505777592617,0.22465889293028912,0.9721711895150092,0
-0.698345238057261,0.45828683432329215,0.2563448866037531,0.08796733248325997,-0.18733766700421728,-0.7233020560995016,0.8230277774236983,0.16506323853233387,-0.001554959253361965,0.5155294598626746,0
-0.4426415079089708,-0.07142845280678703,-0.2562322875014662,0.35345093662237365,0.21442585924209664,-0.18345315414994956,0.6090244474702905,-0.058071470303479186,0.35606383605125447,0.15290765908909001,0
-1.0341193908676418,0.11027789011908454,0.2855086850939531,-0.3206931969445682,0.31126605735571855,-0.1972683352238606,0.5931578707979923,0.38965926074958596,-0.05804330776244089,0.4498184846319584,0
-0.4862005753172733,-0.2176751005687872,-0.1676341995668025,-0.252702872006406,0.06313294691661636,-0.6788862592888374,0.39177934353696026,-0.2734686201502835,-0.1414161850037267,0.7231643335480021,0
-1.0610639602503893,-0.015181115933862645,0.02062638618625252,-0.03423188917605592,0.4136937199273575,-0.07301306440178024,0.41432031506687167,-0.022564507947939526,-0.10065391096277591,0.2840506990089714,0
-0.6452728911910598,0.07734389433791267,-0.282230441062241,-0.515661503963032,0.04821490000150469,-0.20336002377413123,0.495423656563197,-0.5653539757538951,0.08301517368962864,0.44632399167076625,0
