d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,class
-0.16968834312872136,-0.4424785110332716,-0.2366599327326887,-0.17230002355077345,-0.5640924198382072,-0.19211695846091975,0.005814757586894745,-0.3572557710790822,-0.1963466559570697,0.7625457460916678,0.36564447162433056,-0.09824095911284167,-0.6073745229363994,-0.0032413384903746123,-0.5225099167231108,0
-0.45276901206806686,-0.7616397298817517,0.31859193372962746,-0.44577128574348956,-0.35178844573198215,-0.4509450586245892,-0.5343297256115622,-0.12485737066503773,-0.10396319903426501,0.5513872693497408,0.149642997627562,-0.32694776065962267,-0.7580804182595872,-0.6760897033965361,-0.6506237239348328,0
0.08363792554923205,-0.5822917896807133,0.1269550774036678,-0.0823392420717764,-0.5554216210947454,-0.66087904687657,0.4714474288934986,-0.5114172693741719,-0.7361507025303471,0.31915783106404083,0.11965607266247291,-0.07581360816376817,-0.7804490124773602,-0.05834390279035942,-0.33427482227854566,0
-0.7568221348609142,-0.16066249752439404,0.543745009643257,-0.13302928621863103,-0.7628939016350925,-0.2427208140503725,-0.14748401396472505,-0.5039587377578391,-0.5956778732296466,0.630255597731473,0.4528560646385551,-0.4238310122079637,-0.66182235841421,0.046481778257410886,0.2204840342912931,0
-0.7154395326949184,-0.3333742279275561,0.4037787710407373,-0.38990407693064716,-0.16609207889862695,0.006072036514865084,-0.33508319520862084,-0.20887090930346608,0.28808614900603907,0.47795148988457425,0.02506661388875643,-0.21063402509755785,-0.7125798373252122,-0.10757813477907298,-0.19352454147677922,0
-0.4498146250538112,-0.5023362830391584,-0.08278698997131434,-0.289123983545432,-0.2562324424964187,-0.5400268427049322,0.4163012304282715,-0.5694408666276811,-0.41220278838017077,0.30668170899209535,0.03546551598223749,-0.5279871533365412,-0.40929270914718924,0.2122511877063358,-0.05744375633177329,0
-0.4143873377565989,-0.3398394826382341,0.060198638210294655,-0.43783855542225614,-0.5820841251811263,-0.39598335196545326,0.08477364972602078,0.5828797260254818,-0.39898816778398577,0.4930693767507576,0.22947578993020318,-0.4146704896771486,-0.6588705238699684,-0.5286222984897958,-1.0255409218509322,0
-0.018635127922423778,-0.42580729405864615,0.5844089557953654,-0.2902977595410305,-0.740265681816023,-0.46514434928047355,0.18446485245217592,-0.38015794308740536,0.31709267244010625,0.5472249368286012,0.030070752502398518,-0.3735549799773237,-0.6853749132163071,-0.23013291833897181,-0.7772533559192032,0
-0.39164260446700044,-0.31360622585714865,-0.05236007721499719,-0.4108102158618984,-0.6395930746212506,0.11855180483948116,0.1309429739543717,-0.4281102070042474,-0.3531407990887279,0.7070075280456706,0.5462086882683401,-0.3042103944207659,-0.424784078443322,0.19085701750458972,-0.5728462697116651,0
-0.697743123553093,-0.534332136239492,0.1106471577327503,-0.34679573872475566,-0.42083635111717427,-0.5352955358935829,-0.02347024510544403,-0.340058551124601,-0.2526951230714273,0.24296052868239096,0.5549078659161909,-0.5564743207684515,-0.6310604436121908,-0.26964367374926956,0.075459314577656,0
-0.37086773654240246,-0.5952165540507595,0.10427614387256381,-0.2404113464350265,-0.06065517434495672,-0.4807643960454272,0.23315259029975788,-0.1281572051168496,0.21541544735015025,0.542447248686744,0.13906154277798466,-0.28085208291248404,-0.0805074268923153,-0.14156896501360702,-0.4708676438341696,0
-0.02030661371123975,-0.631599111553271,0.7153183521811421,-0.50224511396061,-0.8279834623493492,-0.3286691853161631,0.34541211972881186,0.263906191931411,-0.28973216296176496,0.6365798012235238,0.36454332668709716,-0.5939273559869667,-0.5086366595083123,0.1716676765187238,-0.4322740998901218,0
-0.11611199697572434,-0.4265988167991495,0.6816508123875388,-0.15396633606778237,-0.42509684859789243,-0.5097911806010832,0.13533685210414775,-0.17226191125256485,-0.037146700666760846,0.545993904078355,0.8332431467837806,-0.02341086973157329,-0.7468415289960952,-0.07647021492930467,-0.9959017468948513,0
-0.17619204320455042,-0.6878219572932172,0.16152905361790587,-0.212675359549967,0.10176383265405985,-0.4590463105531464,0.26276836443573326,-0.3022778913516401,0.11932564803722862,0.7868679153784331,0.3445069381559275,-0.04484986649678694,-0.6037620821053772,-0.5289058184964113,-0.8908647100864964,0
-0.537333942759241,-0.6357150646556647,0.11110818777842574,-0.5489018415148262,-0.675121522601769,-0.2803576162264765,0.3602187148703887,-0.15058588330647707,-0.47168728111319236,0.3064069132112464,0.5326383982697411,-0.22662488783856746,-0.5091434225875523,-0.12439849288319843,-0.6433758822021785,0
-0.449905207336577,-0.3727861360610636,0.380357990566154,-0.11005976975368445,-0.16898644147156267,-0.5907290311002721,-0.2070122208253125,-0.10184851932400356,-0.4665779140194835,0.7418006405601294,0.4046597530697742,-0.3942573956389314,-0.3197498120441419,-0.040276297003515524,0.17969545636854942,0
-0.3138578790396481,-0.44199851070382623,0.33367182843111015,-0.0843572762407302,-0.41875665775049165,-0.16432405940253805,-0.1612168488532034,-0.08272090851209037,-0.13207324460073736,0.42061708975803325,0.41860958178362095,-0.3327187722500751,-0.11904255879648261,-0.45990315088325057,0.04671743591380367,0
-0.29252070556619514,-0.28212764059454076,0.2937589370189917,-0.717093075042182,-0.6492669333209762,-0.39389979296774125,0.4350763727768195,-0.03574983610377901,0.0700058642431026,0.20923788442659785,0.27743292152227916,0.03729895743171618,-0.6006017552694719,-0.27991765483763614,-0.39813749637847073,0
-0.3866760714409074,-0.007949602259495203,0.29946358946389284,-0.4008890327965294,-0.5251169714352938,-0.14493464288561536,0.25970891033253835,-0.0979699739866106,-0.17862107685862635,0.17022097222059684,0.1706182028633908,0.0385446696745944,-0.483691556633556,-0.4592674753658693,-0.5075244398953864,0
0.030190065255413144,-0.45882972009840267,0.048801152262889044,-0.08070693555480113,-0.26764229617414953,-0.17296792464180588,0.010557897401637262,-0.6135243932740837,-0.2788296211963154,0.8174184695700899,0.6238314940340404,-0.15536303750116626,-0.790520817397966,-0.43505098551655375,-0.19231145625252766,0
-0.13443652125752487,-0.715821921288702,0.3731105816331196,-0.6446871568498316,-0.8546171491149666,-0.08403377290296075,0.1002404789627836,-0.07658896603213616,-0.5198156504509993,0.6312302942931223,0.3566735699885152,-0.062179446813728646,-0.21833846848006092,0.41510833845264816,-0.3911460473159806,0
-0.3013094125031235,-0.5006403702897956,0.002810770281764241,-0.2101302370881783,-0.10540217055910181,-0.11208651469042538,0.45925279636191113,-0.30045259261606727,-0.1048897727787747,0.6549769181585049,0.1781561124240839,0.023373938925038456,-0.660596898214453,-0.4692480579918053,-0.2619760866934131,0
-0.16444544225513363,-0.563811578853695,0.2564347776867785,-0.16107619655265962,-0.3678175354093251,0.10667500025168457,0.4129270486781955,-0.3970582769006996,-0.27157568827879797,0.4108432909553274,0.3862615855203396,-0.5924981278104124,-0.7036970160827472,-0.029034511006687858,-0.5367808199591912,0
-0.1539466435262501,-0.6172194986194888,0.6304044102672888,-0.48234635208715704,-0.6956784565406006,-0.16429450953379662,-0.04704088237012583,-0.11029119137631935,-0.1920662280126995,-0.0931375983422765,0.15063078341398412,-0.1353987782401555,-0.56690104539066,0.23884776876055275,-0.35579570352482465,0
-0.1994429246973296,-0.8381050491788911,0.6329510235364406,-0.42659482707384566,-0.24978986218795357,-0.37652820364589984,0.18939492006139225,-0.19480291696750593,-0.5717825937088524,0.3998147523762696,0.5859433077482205,-0.7264206487269099,-0.35362456817635723,0.12536224571774382,-0.2460468426267356,0
-0.603796234842312,-0.6295238255839254,0.10337650746999469,-0.38294208979571404,-0.46528573623059544,-0.1329961393279746,0.4594607614134632,-0.07179737211398987,-0.2681024925927804,0.46267550933289947,0.4916631205523156,0.20210679674491483,-0.6209418030704265,0.1380719521043918,-0.1000111533263329,0
-0.534056111474236,-0.4131438347070602,0.282151577019485,-0.1451583026612391,-0.7766559526135267,0.17530907661337525,0.11129987967840596,0.09517353246174601,-0.4375015520572601,0.7059481241525454,0.35326220426911115,-0.5893881598340731,-0.5827031131654239,-0.02612209568057805,-0.3620565142633892,0
-0.6272287822328594,-0.8954269194305572,-0.21088081872040232,-0.38969582434868943,-0.39436553743152664,-0.4786267613992542,0.6926497618670202,-0.252049909453983,-0.020907720039546676,0.15918516921696324,0.1461154780021514,-0.161952997323355,-0.35712210524104615,0.05680233732213891,-0.8094921901227781,0
-0.7387365738346547,-0.46829380420230926,0.30600813204518035,-0.13654171134089982,-0.7734261236314841,-0.6768841659628121,0.5421495557825351,-0.20647801686643075,-0.4708031197126876,0.6284479628969489,0.059263207727524886,-0.294512130622434,-0.5285176053194053,-0.07168751117476921,-0.1446209384624817,0
0.0716225973347519,-0.35929772399881843,0.48834978812660906,-0.33768034163518085,-0.2893270641924025,-0.3675097270374995,0.31927601709174397,-0.501491910338547,-0.39187227775568945,0.8151252210604121,0.3052692096201633,-0.48804130461386425,-0.6195900575392453,-0.11964163478517295,-0.4526761119250192,0
