Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Marker Size,M_distance_10_0,M_distance_10_0_time,M_distance_10_5,M_distance_10_5_time,M_distance_10_10,M_distance_10_10_time,LOF Distance_10_0,LOF Distance_10_0 Calculation Time,LOF Distance_10_5,LOF Distance_10_5 Calculation Time,LOF Distance_10_10,LOF Distance_10_10 Calculation Time,Isolation Forest Distance_10_0,Isolation Forest Distance_10_0 Calculation Time,Isolation Forest Distance_10_5,Isolation Forest Distance_10_5 Calculation Time,Isolation Forest Distance_10_10,Isolation Forest Distance_10_10 Calculation Time,Centroid Distance_10_0,Centroid Distance_10_0 Calculation Time,Centroid Distance_10_5,Centroid Distance_10_5 Calculation Time,Centroid Distance_10_10,Centroid Distance_10_10 Calculation Time,Average Linkage Method Distance_10_0,Average Linkage Method Distance_10_0 Calculation Time,Average Linkage Method Distance_10_5,Average Linkage Method Distance_10_5 Calculation Time,Average Linkage Method Distance_10_10,Average Linkage Method Distance_10_10 Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,No. Covered Pixels,No. Covered Pixels by Different Classes,Categories Covered Data Points by Different Classes
figure_descending_markersize110_clusternumber5_datanumber500_testnumbercategorysmall_repeatnumber1.png,clusternumber5_datanumber500_testnumbercategorysmall_repeatnumber1,2500.0,5.0,110.0,0.3324619921950114,0.5254664421081543,0.1503313603675458,0.8149795532226562,0.0971243294676497,0.8398046493530273,0.13244097687218992,0.7823593616485596,0.0898399696397939,0.7458822727203369,0.06797508267589192,0.8146328926086426,1.2612834638936001,1.3781886100769043,0.20318155989003406,1.3434417247772217,0.11049028126350102,1.1104633808135986,0.34322768198175013,0.9080295562744141,0.15419150424258588,0.7742893695831299,0.09942961862977373,0.7589285373687744,0.3917640941359003,0.8281972408294678,0.1622313982592669,0.7823977470397949,0.10229641904018283,0.7725796699523926,0.1288,0.46666812896728516,35708.0,0.44191718101501465,0.0272,0.3803446292877197,0.030655684381666312,0.20144057273864746,1.7492056752129888,0.018619775772094727,-,15.0,2169.0,16.0,35708.0,2773.0,"[{'category': 'group_2', 'number': 2}, {'category': 'group_0', 'number': 1}, {'category': 'group_1', 'number': 11}, {'category': 'group_3', 'number': 1}, {'category': 'group_4', 'number': 1}]"
figure_category_based_markersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1.png,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber1,200.0,2.0,10.0,1.0,1.1440484523773191,0.6377375701129062,1.473639726638794,0.4663416064865793,1.413966178894043,1.0,1.2330081462860107,0.6382480020280774,1.5674822330474854,0.4686567254662586,1.5077824592590332,1.0,1.265195369720459,0.5858864412993495,1.6056909561157229,0.4141289225962385,1.6411211490631104,1.0,1.332045316696167,0.6363156827197924,1.3824462890625,0.465366294675514,1.2526679039001465,1.0,1.4807257652282717,0.640941632923784,1.4513843059539795,0.4712319043215786,1.2510075569152832,0.985,0.9164383411407472,326.0,0.7758538722991943,0.0,0.5053529739379883,0.0257583279027387,0.2076807022094726,4.007937862245004,0.0200433731079101,-,15.0,3.0,0.0,326.0,0.0,[]
figure_category_based_markersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2.png,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200.0,2.0,10.0,0.94047412403305,1.1205811500549316,0.7221014387252611,1.381005048751831,0.5862486409425725,1.571230411529541,0.9239789529635024,1.204979419708252,0.6888572916722828,1.4079606533050537,0.5492137072323604,1.3380770683288574,1.0107472190760325,1.2605342864990234,0.6394568958956817,2.061362266540528,0.4671807668088313,1.855642557144165,0.9201278532729092,1.6225557327270508,0.6789152410712107,1.3693997859954834,0.5374666423130754,1.260831356048584,0.939676003336176,1.3663370609283447,0.654055342396903,1.490715503692627,0.5015350638723504,1.3309831619262695,1.0,0.7104363441467285,259.0,0.6505887508392334,0.0,0.5118310451507568,0.0303786538742316,0.1283080577850341,5.810679473057323,0.0165436267852783,-,15.0,0.0,0.0,259.0,6.0,[]
figure_category_based_markersize10_clusternumber2_datanumber200_testnumbercategorymedium_repeatnumber0.png,clusternumber2_datanumber200_testnumbercategorymedium_repeatnumber0,400.0,2.0,10.0,0.8577312817774203,1.1280646324157717,0.7594663121376318,1.4473083019256592,0.6819779197417213,1.2758610248565674,0.7811796341463848,1.154529333114624,0.6806839602189869,1.2443442344665527,0.6032471626201092,1.4293484687805176,1.022706785737015,1.3433640003204346,0.7847337118504583,1.6890082359313965,0.6369521267289013,1.810885429382324,0.8105751330183995,1.3637537956237793,0.7264111120060774,1.218841552734375,0.6582864632699765,1.4233677387237549,0.8580255381853438,1.413723707199097,0.7430464137177147,1.4802179336547852,0.6553083531879129,1.2935163974761963,0.99,0.7198593616485596,299.0,0.6510508060455322,0.0,0.5905637741088867,0.0305201597412413,0.2322320938110351,8.126083287798105,0.016038179397583,-,15.0,4.0,0.0,299.0,24.0,[]
figure_category_based_markersize10_clusternumber2_datanumber200_testnumbercategorylarge_repeatnumber1.png,clusternumber2_datanumber200_testnumbercategorylarge_repeatnumber1,400.0,2.0,10.0,0.8467744449516554,1.123539924621582,0.5141052817239191,1.6455562114715576,0.3686124846109766,1.377166748046875,0.7866269893718661,1.062133550643921,0.5056690858477991,1.3816020488739014,0.3727383641448666,1.3743078708648682,0.7838773308703199,1.2777986526489258,0.3764504509723296,2.340906143188477,0.24717577792838,1.7988967895507812,0.8937830947765008,1.59045672416687,0.58396540073462,1.2357518672943115,0.4336920616163368,1.322990655899048,0.8904527243401017,1.4119417667388916,0.5678176904273609,1.4005768299102783,0.4168186772701835,1.348503351211548,0.91,0.7847616672515869,1029.0,0.7907018661499023,0.0075,0.5082409381866455,0.0297546657562461,0.3224725723266601,3.8844835168076215,0.0155472755432128,-,15.0,36.0,0.0,1029.0,98.0,[]
figure_category_based_markersize10_clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber2.png,clusternumber2_datanumber100_testnumbercategorysmall_repeatnumber2,200.0,2.0,10.0,0.9197285580546568,1.2021563053131104,0.7645499089707826,1.4946174621582031,0.6542307597049899,1.5438365936279297,0.8417504454273234,1.190932273864746,0.7174533610518016,1.374949932098389,0.6250030301768228,1.366325616836548,1.0275902500494165,1.4906730651855469,0.7894212037662153,1.9239749908447263,0.6395172856547772,1.8968572616577148,0.8937501454806913,1.510849952697754,0.7561584186867509,1.269310712814331,0.6552070447625132,1.343045711517334,0.9219564872214692,1.407212495803833,0.7671310194219908,1.1217422485351562,0.6568688371184517,1.327554702758789,1.0,0.8093032836914062,155.0,0.7724337577819824,0.0,0.5503330230712891,0.0276440507164917,0.2208161354064941,6.832790477187066,0.0105330944061279,-,15.0,0.0,0.0,155.0,4.0,[]
figure_category_based_markersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0.png,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200.0,2.0,10.0,0.8574643479819944,1.1216471195220947,0.7915147430047826,1.4285576343536377,0.733435140158827,1.3325557708740234,0.8182911533960081,1.3437509536743164,0.7434719523872135,1.6166019439697266,0.6811673514011183,1.4989230632781982,1.009910243061613,1.3387572765350342,0.8446100421460849,1.6748430728912354,0.7257485003682379,1.9988224506378167,0.7590157415063282,1.44748854637146,0.7120890515866491,1.294020175933838,0.6697553700299292,1.3216204643249512,0.8143270133292633,1.466797113418579,0.7433754971403972,1.222172737121582,0.6833435773086507,1.284588098526001,1.0,0.6298999786376953,114.0,0.6546430587768555,0.0,0.5123627185821533,0.0305465157346088,0.7595181465148926,10.49387982459334,0.0376455783843994,-,15.0,0.0,0.0,114.0,21.0,[]
figure_category_based_markersize10_clusternumber2_datanumber200_testnumbercategorysmall_repeatnumber1.png,clusternumber2_datanumber200_testnumbercategorysmall_repeatnumber1,400.0,2.0,10.0,0.8266497160274058,1.1359782218933103,0.5650421409467434,1.5356557369232178,0.4285694441221941,1.4096014499664309,0.841718441562471,1.0750186443328855,0.5525148839634495,1.3289284706115725,0.4112928139101406,1.420173406600952,1.017905731048027,1.3648204803466797,0.5384868830314413,1.8051795959472656,0.3668550803620524,1.8421661853790283,0.8994624034890191,1.4273500442504885,0.5604265507759438,1.2121186256408691,0.4068398473856724,1.2336571216583252,0.9127793577789168,1.2986841201782229,0.5624725192561507,1.296083927154541,0.4063948242171102,1.4188039302825928,0.9825,0.4602885246276855,818.0,0.6767487525939941,0.0,0.6642522811889648,0.0301124059042946,0.1678254604339599,4.289342074607959,0.0135269165039062,-,15.0,7.0,0.0,818.0,24.0,[]
figure_category_based_markersize10_clusternumber2_datanumber200_testnumbercategorymedium_repeatnumber2.png,clusternumber2_datanumber200_testnumbercategorymedium_repeatnumber2,400.0,2.0,10.0,0.8241952415092731,1.153078317642212,0.4840846735487951,1.589203119277954,0.3433147772864814,1.215658187866211,0.8763605203880714,1.1933143138885498,0.5060120042087036,1.351144790649414,0.3558811490252942,1.7693302631378174,0.9259657204878896,1.313800573348999,0.4789351805415357,2.046758890151977,0.3212633149608848,1.831218242645264,0.8340096983671288,1.3854272365570068,0.4762137750639272,1.3091089725494385,0.3331587883847327,1.306201696395874,0.8581251645045997,1.5132379531860352,0.4828361927955179,1.3586504459381104,0.3358967480415045,1.4318904876708984,0.8975,0.9224796295166016,1044.0,0.7375855445861816,0.0,0.5425481796264648,0.0293681024542768,0.1909785270690918,3.6025824642594646,0.0491487979888916,-,15.0,41.0,0.0,1044.0,69.0,[]
figure_category_based_markersize10_clusternumber3_datanumber100_testnumbercategorymedium_repeatnumber0.png,clusternumber3_datanumber100_testnumbercategorymedium_repeatnumber0,300.0,3.0,10.0,0.8666117523500206,1.1033830642700195,0.6705380578262046,1.3231141567230225,0.5453604000025277,1.3452625274658203,0.869911433890828,1.1610932350158691,0.671646940111785,1.6390907764434814,0.5471646906409892,1.1860368251800537,1.0143779606885577,1.539703369140625,0.7325053888681378,1.7364439964294434,0.5739620720242946,1.943172693252564,0.8904904971407316,1.4717793464660645,0.6412669166003568,1.4759974479675293,0.500807847542013,1.432705640792847,0.916689450062564,1.201519012451172,0.6568676851436197,1.3171329498291016,0.5118487521942765,1.643563985824585,0.9966666666666668,0.7405850887298584,358.0,0.5038177967071533,0.0,0.7294344902038574,0.0303303236662455,0.1470544338226318,6.974421484918785,0.0165402889251709,-,15.0,1.0,0.0,358.0,13.0,[]
