Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Shape,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Average Linkage Method Distance,Average Linkage Method Distance Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],10,0.8574643479819944,0.5999257564544678,0.8182911533960081,0.5129079818725586,1.009910243061613,0.5571534633636475,0.7590157415063282,0.5634610652923584,0.8143270133292633,0.5246052742004395,1.0,0.2748723030090332,114,0.2677609920501709,0.0,0.17878508567810059,0.03054651573460887,0.10550618171691895,10.493879824593337,0.001959562301635742,0.013379839330220395,2.7017600536346436,0,0,[]
figure_category_basedmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],60,0.7200572819726303,0.5279068946838379,0.656665707990055,0.5495100021362305,1.0280776994758145,0.5942656993865967,0.5741605429390171,0.46326494216918945,0.649238622108713,0.5448546409606934,0.985,0.2976415157318115,3022,0.20830225944519043,0.0,0.4229710102081299,0.03054651573460887,0.05351400375366211,10.493879824593337,0.0029997825622558594,0.031923274853732274,3.143289804458618,2,0,[]
figure_category_basedmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],110,0.5884938532637681,0.5207173824310303,0.509560033212286,0.4720301628112793,1.0405644998906585,0.6889879703521729,0.4247483860514659,0.461198091506958,0.5019974008937811,0.47554564476013184,0.95,0.2989537715911865,8403,0.20410919189453125,0.0,0.285966157913208,0.03054651573460887,0.03139829635620117,10.493879824593337,0.002000093460083008,0.04464447233259006,3.4770560264587402,2,0,[]
figure_category_basedmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],160,0.5182013715359924,0.49193286895751953,0.43506567064508994,0.48822546005249023,1.0526630701474295,0.6995019912719727,0.35507241321645133,0.5928387641906738,0.42816433293493217,0.48363280296325684,0.92,0.22395777702331543,13785,0.32564616203308105,0.0,0.19669675827026367,0.03054651573460887,0.028950929641723633,10.493879824593337,0.0020132064819335938,0.053595652413956675,3.739332437515259,3,0,[]
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],10,0.9521222389632291,0.482830286026001,0.9467308686367839,0.4661235809326172,0.9267224461300244,0.7104475498199463,0.9677762722433886,0.47463202476501465,0.961994981880078,0.5936834812164307,1.0,0.20385098457336426,114,0.33179402351379395,0.0,0.21686458587646484,0.03054651573460887,0.029417991638183594,10.493879824593337,0.0019915103912353516,0.013379839330220395,2.4572744369506836,0,0,[]
figure_ascendingmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],60,0.876258363926698,0.5030548572540283,0.8836580854696288,0.6113388538360596,0.845193432678678,0.6225795745849609,0.9184119576141934,0.4895761013031006,0.9122669361043863,0.5346288681030273,0.985,0.3380594253540039,3022,0.21375823020935059,0.0,0.3547084331512451,0.03054651573460887,0.029526710510253906,10.493879824593337,0.0029993057250976562,0.031923274853732274,2.0211219787597656,0,0,[]
figure_ascendingmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],110,0.7999841681857953,0.5394768714904785,0.811519888986157,0.5260441303253174,0.741503386959782,0.641033411026001,0.8657769861388894,0.5243399143218994,0.8551415277852891,0.5410246849060059,0.95,0.35933542251586914,8403,0.23987293243408203,0.0,0.2303144931793213,0.03054651573460887,0.030421018600463867,10.493879824593337,0.0018749237060546875,0.044644472332590036,2.321743965148926,0,0,[]
figure_ascendingmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],160,0.7541512816707119,0.4328947067260742,0.7668791083138886,0.5654687881469727,0.6724890021891935,0.6854796409606934,0.8332498428361349,0.5806028842926025,0.818847021988269,0.4351344108581543,0.92,0.39221954345703125,13785,0.2337353229522705,0.0,0.2270519733428955,0.03054651573460887,0.029944896697998047,10.493879824593337,0.0020661354064941406,0.053595652413956675,2.5184855461120605,0,0,[]
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],10,0.8574311799588721,0.5539610385894775,0.8182858470868899,0.5423235893249512,1.0099088338103017,0.6583311557769775,0.7589704172797427,0.5421574115753174,0.8143194970289975,0.40747499465942383,1.0,0.3932206630706787,114,0.23844242095947266,0.0,0.24438929557800293,0.03054651573460887,0.031015396118164062,10.493879824593337,0.001997709274291992,0.013379839330220395,2.3521368503570557,0,0,[]
figure_descendingmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],60,0.7189761764260427,0.5568861961364746,0.656490510288122,0.5650713443756104,1.0280218053199404,0.6798427104949951,0.5731332283750898,0.5563654899597168,0.6489408197846638,0.4382472038269043,0.985,0.4075031280517578,3022,0.2489783763885498,0.0,0.23772263526916504,0.03054651573460887,0.02944803237915039,10.493879824593337,0.002481222152709961,0.03192327485373227,2.0673816204071045,0,0,[]
figure_descendingmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],110,0.5855745704654087,0.663043737411499,0.5091023790275662,0.6794257164001465,1.0403431781779064,0.5697362422943115,0.422490413441743,0.5844931602478027,0.5012024489584511,0.5765929222106934,0.95,0.26671719551086426,8403,0.24222660064697266,0.0,0.39579319953918457,0.03054651573460887,0.030001163482666016,10.493879824593337,0.0019998550415039062,0.04464447233259006,2.2246663570404053,0,0,[]
figure_descendingmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],160,0.5138330390066492,0.4661867618560791,0.43434586995866153,0.6170597076416016,1.052164364798727,0.5817282199859619,0.35195433547178545,0.6096723079681396,0.42696112252004603,0.4690358638763428,0.92,0.5949466228485107,13785,0.35488367080688477,0.0,0.32515883445739746,0.03054651573460887,0.03054070472717285,10.493879824593337,0.0030002593994140625,0.05359565241395668,2.4107794761657715,0,0,[]
