Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Shape,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Average Linkage Method Distance,Average Linkage Method Distance Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],10,0.7395610001155603,1.4460232257843018,0.6808739900927356,1.2801780700683594,0.9810841397408298,1.4333038330078125,0.6051292402256515,1.2479512691497803,0.675882110242999,1.210630178451538,1.0,0.7218644618988037,114,0.48726868629455566,0.0,0.3868370056152344,0.03054651573460887,0.1609640121459961,10.493879824593337,0.008758544921875,0.013379839330220395,6.3487091064453125,0,0,[]
figure_category_basedmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],60,0.5281015192841958,1.3974337577819824,0.4569197444891594,1.2869367599487305,0.86026410967095,1.440246820449829,0.3856167666196326,1.0613973140716553,0.4510812632598814,1.3871409893035889,0.985,0.6825125217437744,3022,0.47434306144714355,0.0,0.5274348258972168,0.03054651573460887,0.08265233039855957,10.493879824593337,0.005013704299926758,0.031923274853732274,6.59463095664978,2,0,[]
figure_category_basedmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],110,0.38482945965388327,1.2526507377624512,0.31585099183070786,1.1120977401733398,0.7799739238021552,1.5543856620788574,0.2565734964487635,1.2120649814605713,0.3112108668288076,1.1875057220458984,0.95,0.7937591075897217,8403,0.43500232696533203,0.0,0.6112208366394043,0.03054651573460887,0.07715415954589844,10.493879824593337,0.0050046443939208984,0.04464447233259006,7.28303861618042,2,0,[]
figure_category_basedmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],160,0.3204782920982271,1.2913036346435547,0.2561165487436865,1.2517528533935547,0.7394256447368146,1.880866289138794,0.20489293740114345,1.5285346508026123,0.2522758887885198,1.2097711563110352,0.92,0.4317746162414551,13785,0.8095047473907471,0.0,0.4287989139556885,0.03054651573460887,0.09006547927856445,10.493879824593337,0.0037076473236083984,0.053595652413956675,7.583259105682373,3,0,[]
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],10,0.8931577906429361,1.3929393291473389,0.8797265518603431,1.136683464050293,0.8351636320671736,1.5437092781066895,0.9230916767862163,1.2066881656646729,0.9074409740260028,1.4168877601623535,1.0,0.47867298126220703,114,0.8351047039031982,0.0,0.48432016372680664,0.03054651573460887,0.06928706169128418,10.493879824593337,0.00400996208190918,0.013379839330220395,4.508802175521851,0,0,[]
figure_ascendingmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],60,0.7194646578732189,1.37925386428833,0.7153475487602255,1.3877441883087158,0.6304927282825062,1.4553649425506592,0.7833191596950331,1.1809473037719727,0.7573979537680084,1.2608520984649658,0.985,0.6466829776763916,3022,0.39025115966796875,0.0,0.8248045444488525,0.03054651573460887,0.06147313117980957,10.493879824593337,0.004006624221801758,0.031923274853732274,5.11474347114563,0,0,[]
figure_ascendingmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],110,0.5961335813748224,1.5930964946746826,0.594233744639582,1.6386384963989258,0.48407849117715385,2.0760092735290527,0.6795624518767538,1.6157522201538086,0.6469697216497132,1.6323058605194092,0.95,1.0053133964538574,8403,0.6776235103607178,0.0,0.5968880653381348,0.03054651573460887,0.11289477348327637,10.493879824593337,0.007456302642822266,0.044644472332590036,8.136101961135864,0,0,[]
figure_ascendingmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],160,0.5335147211505278,1.4452049732208252,0.5329109392326155,1.7344977855682373,0.40981724250031026,2.232017993927002,0.6239212708119278,1.7966041564941406,0.5890592200457607,1.4659245014190674,0.92,0.9915287494659424,13785,0.6462552547454834,0.0,0.6590392589569092,0.03054651573460887,0.11521530151367188,10.493879824593337,0.0058214664459228516,0.053595652413956675,9.709478616714478,0,0,[]
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],10,0.7393603437408283,1.6475105285644531,0.6808496925317792,1.678302526473999,0.9812223019856523,2.191737651824951,0.6049793209728735,1.5786128044128418,0.6758485125136673,1.4351487159729004,1.0,1.005497694015503,114,0.676588773727417,0.0,0.6539726257324219,0.03054651573460887,0.1077883243560791,10.493879824593337,0.006485462188720703,0.013379839330220395,7.466554880142212,0,0,[]
figure_descendingmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],60,0.5254312645540207,1.7887673377990723,0.45657554569594827,1.6362178325653076,0.8619615407544134,2.173741340637207,0.38407395391664834,1.6477766036987305,0.4505109756149198,1.4292402267456055,0.985,1.0537307262420654,3022,0.6807429790496826,0.0,0.6856060028076172,0.03054651573460887,0.12004303932189941,10.493879824593337,0.00906991958618164,0.03192327485373227,7.930304527282715,0,0,[]
figure_descendingmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],110,0.3805924733100383,1.7807908058166504,0.3153107554181892,1.8305332660675049,0.783889625524724,1.9191994667053223,0.2543424649696129,1.66127347946167,0.31028141193260483,1.789402723312378,0.95,0.7621920108795166,8403,0.7570037841796875,0.0,1.125303030014038,0.03054651573460887,0.10526275634765625,10.493879824593337,0.00786733627319336,0.04464447233259006,8.438950538635254,0,0,[]
figure_descendingmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],160,0.3154041643134936,1.4655022621154785,0.2554169283934784,1.8311741352081299,0.7455051524828469,1.9343724250793457,0.20227119457967146,1.7707054615020752,0.25111511651691987,1.3801803588867188,0.92,1.1305184364318848,13785,0.7504193782806396,0.0,0.7574388980865479,0.03054651573460887,0.11225605010986328,10.493879824593337,0.0070002079010009766,0.05359565241395668,8.99885630607605,0,0,[]
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],10,0.9763456255055343,1.7366225719451904,0.9743309535222997,1.4191288948059082,0.9608571152573293,2.113792657852173,0.9790319294457693,1.383260726928711,0.974073065137265,1.7091376781463623,1.0,1.108971357345581,108,0.7151610851287842,0.0,0.6746675968170166,0.02952637097773769,0.09494543075561523,12.0623055234738,0.006985664367675781,0.013143009300283429,9.967557907104492,0,0,[]
figure_category_basedmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],60,0.6957322909695567,1.4225397109985352,0.61047160143272,1.4060235023498535,0.8786629191525923,2.0961055755615234,0.6403689209997641,1.385162115097046,0.6840323907487615,1.783315658569336,0.995,1.1062445640563965,2897,0.6964476108551025,0.0,0.6504631042480469,0.02952637097773769,0.08913350105285645,12.0623055234738,0.006989955902099609,0.031126262562433147,11.291129112243652,0,0,[]
figure_category_basedmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],110,0.5376313936051736,0.9214446544647217,0.43288811770201296,1.6233947277069092,0.828569451166437,2.5177791118621826,0.46898305228806103,1.4855899810791016,0.5212098837546141,1.0292353630065918,0.975,0.9873507022857666,8023,0.6135697364807129,0.0,0.6265988349914551,0.02952637097773769,0.07526254653930664,12.0623055234738,0.004274606704711914,0.04294379848983451,7.051078796386719,1,0,[]
figure_category_basedmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],160,0.4258960701557165,1.159879207611084,0.31889980429923803,1.2089953422546387,0.8268027838062129,1.9001641273498535,0.3545756351143403,0.7998983860015869,0.4071161586466717,1.0729243755340576,0.92,0.6706855297088623,13215,1.1498560905456543,0.0,0.5567443370819092,0.02952637097773769,0.051320552825927734,12.0623055234738,0.004700899124145508,0.051521342317131354,7.662522315979004,3,0,[]
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],10,0.9767368611835439,1.1383583545684814,0.9743693221304935,1.0991511344909668,0.9607644075432685,1.7997512817382812,0.9792814050701795,1.4091477394104004,0.9741802371697779,0.884833574295044,-,15,108,0.5367445945739746,0.0,0.9934842586517334,0.029526370977737682,0.1715407371520996,12.0623055234738,0.03064131736755371,0.013143009300283429,9.35545539855957,0,0,[]
figure_ascendingmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],60,0.83903208999566,2.210324287414551,0.8302420851928011,1.6985397338867188,0.7229149553923595,2.7116305828094482,0.8573171181728876,1.2730119228363037,0.8211678359340183,1.1545186042785645,0.995,1.2294847965240479,2897,0.25011324882507324,0.0,1.0199463367462158,0.029526370977737682,0.05426931381225586,12.0623055234738,0.0,0.031126262562433154,5.1011927127838135,0,0,[]
